"","id","label","value"
"253","v081112g","INAP, age is 18 or older in HHList.12f; no additional person","-1"
"254","v081112h","Informant","1"
"255","v081112h","Spouse/partner","2"
"256","v081112h","Relative","3"
"257","v081112h","Non-relative","4"
"258","v081112h","Refused","-9"
"259","v081112h","INAP, no additional person","-1"
"260","v081113a","Male","1"
"261","v081113a","Female","2"
"262","v081113a","INAP, no additional person","-1"
"263","v081113b","White","1"
"264","v081113b","Black/African-American","2"
"265","v081113b","White and black","3"
"266","v081113b","Other race","4"
"267","v081113b","White and another race","5"
"268","v081113b","Black and another race","6"
"269","v081113b","White, black and another race","7"
"270","v081113b","Refused","-9"
"271","v081113b","INAP, no additional person","-1"
"272","v081113c","Latino","1"
"273","v081113c","Not Latino","2"
"274","v081113c","INAP, no additional person","-1"
"275","v081113d","Latino - race given as white","11"
"276","v081113d","Latino - race given as black","12"
"277","v081113d","Latino - race given as other","14"
"278","v081113d","Latino - race given as white and other","15"
"279","v081113d","Latino - race given as black and other","16"
"280","v081113d","Not Latino - race given as white","21"
"281","v081113d","Not Latino - race given as black","22"
"282","v081113d","Not Latino - race given as white and black","23"
"283","v081113d","Not Latino - race given as other","24"
"284","v081113d","Not Latino - race given as white and other","25"
"285","v081113d","Not Latino - race given as black and other","26"
"286","v081113d","Not Latino - race given as black, white, and other","27"
"287","v081113d","Latino status given but refused Race in household listing","-19"
"288","v081113d","INAP, no additional person","-1"
"289","v081113e","Not a citizen","0"
"290","v081113e","Citizen","1"
"291","v081113e","INAP, no additional person","-1"
"292","v081113g","Yes, 18 by Oct 30, 2008","1"
"293","v081113g","No, not 18 by Oct 30, 2008","2"
"294","v081113g","INAP, age is 18 or older in HHList.13f; no additional person","-1"
"295","v081113h","Informant","1"
"296","v081113h","Spouse/partner","2"
"297","v081113h","Relative","3"
"298","v081113h","Non-relative","4"
"299","v081113h","INAP, no additional person","-1"
"300","v081114a","Male","1"
"301","v081114a","Female","2"
"302","v081114a","INAP, no additional person","-1"
"303","v081114b","White","1"
"304","v081114b","Black/African-American","2"
"305","v081114b","White and black","3"
"306","v081114b","Other race","4"
"307","v081114b","White and another race","5"
"308","v081114b","Black and another race","6"
"309","v081114b","White, black and another race","7"
"310","v081114b","INAP, no additional person","-1"
"311","v081114c","Latino","1"
"312","v081114c","Not Latino","2"
"313","v081114c","INAP, no additional person","-1"
"314","v081114d","Latino - race given as white","11"
"315","v081114d","Latino - race given as black","12"
"316","v081114d","Latino - race given as other","14"
"317","v081114d","Latino - race given as white and other","15"
"318","v081114d","Latino - race given as black and other","16"
"319","v081114d","Not Latino - race given as white","21"
"320","v081114d","Not Latino - race given as black","22"
"321","v081114d","Not Latino - race given as white and black","23"
"322","v081114d","Not Latino - race given as other","24"
"323","v081114d","Not Latino - race given as white and other","25"
"324","v081114d","Not Latino - race given as black and other","26"
"325","v081114d","Not Latino - race given as black, white, and other","27"
"326","v081114d","INAP, no additional person","-1"
"327","v081114e","Not a citizen","0"
"328","v081114e","Citizen","1"
"329","v081114e","INAP, no additional person","-1"
"330","v081114g","Yes, 18 by Oct 30, 2008","1"
"331","v081114g","No, not 18 by Oct 30, 2008","2"
"332","v081114g","INAP, age is 18 or older in HHList.14f; no additional person","-1"
"333","v081114h","Informant","1"
"334","v081114h","Spouse/partner","2"
"335","v081114h","Relative","3"
"336","v081114h","Non-relative","4"
"337","v081114h","INAP, no additional person","-1"
"338","v081115a","Male","1"
"339","v081115a","Female","2"
"340","v081115a","INAP, no additional person","-1"
"341","v081115b","White","1"
"342","v081115b","Black/African-American","2"
"343","v081115b","White and black","3"
"344","v081115b","Other race","4"
"345","v081115b","White and another race","5"
"346","v081115b","Black and another race","6"
"347","v081115b","White, black and another race","7"
"348","v081115b","INAP, no additional person","-1"
"349","v081115c","Latino","1"
"350","v081115c","Not Latino","2"
"351","v081115c","INAP, no additional person","-1"
"352","v081115d","Latino - race given as white","11"
"353","v081115d","Latino - race given as black","12"
"354","v081115d","Latino - race given as other","14"
"355","v081115d","Latino - race given as white and other","15"
"356","v081115d","Latino - race given as black and other","16"
"357","v081115d","Not Latino - race given as white","21"
"358","v081115d","Not Latino - race given as black","22"
"359","v081115d","Not Latino - race given as white and black","23"
"360","v081115d","Not Latino - race given as other","24"
"361","v081115d","Not Latino - race given as white and other","25"
"362","v081115d","Not Latino - race given as black and other","26"
"363","v081115d","Not Latino - race given as black, white, and other","27"
"364","v081115d","INAP, no additional person","-1"
"365","v081115e","Not a citizen","0"
"366","v081115e","Citizen","1"
"367","v081115e","INAP, no additional person","-1"
"368","v081115f","17 years old","17"
"369","v081115f","18 years old","18"
"382","v081115f","90 years old or older","90"
"383","v081115f","Don't know","-8"
"384","v081115f","INAP, no additional person","-1"
"1100","v081115g","Yes, 18 by Oct 30, 2008","1"
"2100","v081115g","No, not 18 by Oct 30, 2008","2"
"370","v081115g","INAP, age is 18 or older in HHList.15f; no additional person","-1"
"1101","v081115h","Informant","1"
"2101","v081115h","Spouse/partner","2"
"371","v081115h","Relative","3"
"410","v081115h","Non-relative","4"
"510","v081115h","INAP, no additional person","-1"
"1102","v081116a","Male","1"
"2102","v081116a","Female","2"
"372","v081116a","INAP, no additional person","-1"
"1103","v081116b","White","1"
"2103","v081116b","Black/African-American","2"
"373","v081116b","White and black","3"
"411","v081116b","Other race","4"
"511","v081116b","White and another race","5"
"610","v081116b","Black and another race","6"
"710","v081116b","White, black and another race","7"
"810","v081116b","INAP, no additional person","-1"
"1104","v081116c","Latino","1"
"2104","v081116c","Not Latino","2"
"374","v081116c","INAP, no additional person","-1"
"1105","v081116d","Latino - race given as white","11"
"2105","v081116d","Latino - race given as black","12"
"375","v081116d","Latino - race given as other","14"
"412","v081116d","Latino - race given as white and other","15"
"512","v081116d","Latino - race given as black and other","16"
"611","v081116d","Not Latino - race given as white","21"
"711","v081116d","Not Latino - race given as black","22"
"811","v081116d","Not Latino - race given as white and black","23"
"910","v081116d","Not Latino - race given as other","24"
"1010","v081116d","Not Latino - race given as white and other","25"
"1110","v081116d","Not Latino - race given as black and other","26"
"1210","v081116d","Not Latino - race given as black, white, and other","27"
"1310","v081116d","INAP, no additional person","-1"
"1106","v081116e","Not a citizen","0"
"2106","v081116e","Citizen","1"
"376","v081116e","INAP, no additional person","-1"
"1107","v081116f","17 years old","17"
"2107","v081116f","18 years old","18"
"812","v081116f","90 years old or older","90"
"911","v081116f","Don't know","-8"
"1011","v081116f","INAP, no additional person","-1"
"1108","v081116g","Yes, 18 by Oct 30, 2008","1"
"2108","v081116g","No, not 18 by Oct 30, 2008","2"
"377","v081116g","INAP, age is 18 or older in HHList.16f; no additional person","-1"
"1109","v081116h","Informant","1"
"2109","v081116h","Spouse/partner","2"
"378","v081116h","Relative","3"
"413","v081116h","Non-relative","4"
"513","v081116h","INAP, no additional person","-1"
"1111","v081117a","Male","1"
"2110","v081117a","Female","2"
"379","v081117a","INAP, no additional person","-1"
"1112","v081117b","White","1"
"2111","v081117b","Black/African-American","2"
"380","v081117b","White and black","3"
"414","v081117b","Other race","4"
"514","v081117b","White and another race","5"
"612","v081117b","Black and another race","6"
"712","v081117b","White, black and another race","7"
"813","v081117b","INAP, no additional person","-1"
"1113","v081117c","Latino","1"
"2112","v081117c","Not Latino","2"
"381","v081117c","INAP, no additional person","-1"
"1114","v081117d","Latino - race given as white","11"
"2113","v081117d","Latino - race given as black","12"
"385","v081117d","Latino - race given as other","14"
"415","v081117d","Latino - race given as white and other","15"
"515","v081117d","Latino - race given as black and other","16"
"613","v081117d","Not Latino - race given as white","21"
"713","v081117d","Not Latino - race given as black","22"
"814","v081117d","Not Latino - race given as white and black","23"
"912","v081117d","Not Latino - race given as other","24"
"1012","v081117d","Not Latino - race given as white and other","25"
"1115","v081117d","Not Latino - race given as black and other","26"
"1211","v081117d","Not Latino - race given as black, white, and other","27"
"1311","v081117d","INAP, no additional person","-1"
"1116","v081117e","Not a citizen","0"
"2114","v081117e","Citizen","1"
"386","v081117e","INAP, no additional person","-1"
"1117","v081117f","17 years old","17"
"2115","v081117f","18 years old","18"
"516","v081117f","90 years old or older","90"
"614","v081117f","INAP, no additional person","-1"
"1118","v081117g","Yes, 18 by Oct 30, 2008","1"
"2116","v081117g","No, not 18 by Oct 30, 2008","2"
"387","v081117g","INAP, age is 18 or older in HHList.17f; no additional person","-1"
"1119","v081117h","Informant","1"
"2117","v081117h","Spouse/partner","2"
"388","v081117h","Relative","3"
"416","v081117h","Non-relative","4"
"517","v081117h","INAP, no additional person","-1"
"1120","v081118a","Male","1"
"2118","v081118a","Female","2"
"389","v081118a","INAP, no additional person","-1"
"1121","v081212a","Missing, restricted access (confidential data)","-3"
"1122","v081212b","Missing, restricted access (confidential data)","-3"
"1123","v082001a","09. September","9"
"2119","v082001a","October","10"
"390","v082001a","November","11"
"417","v082001a","NA (missing)","-4"
"3210","v082001b","NA (missing)","-4"
"1124","v082002a","09. September","9"
"2120","v082002a","October","10"
"391","v082002a","November","11"
"418","v082002a","NA (missing)","-4"
"3211","v082002b","NA (missing)","-4"
"1125","v082004","One IW session","1"
"2121","v082004","Two IW sessions","2"
"392","v082004","Three IW sessions","3"
"419","v082004","NA (missing)","-4"
"1126","v082005","One total Pre-election IWRs","1"
"2122","v082005","Two total Pre-election IWRs","2"
"393","v082005","Three total Pre-election IWRs","3"
"420","v082005","Four total Pre-election IWRs","4"
"518","v082005","Five total Pre-election IWRs","5"
"615","v082005","NA (missing)","-4"
"1127","v082006","7.0. Version 7.0 - Prepared 08/18/08","7"
"2123","v082006","Version 7.1 - Prepared 09/10/08","7.1"
"394","v082006","Version 7.2 - Prepared 09/11/08","7.2"
"421","v082006","Version 7.4 - Prepared 09/16/08","7.4"
"1128","v082009","Face-to-face IW","1"
"1129","v082011","English","1"
"2124","v082011","Spanish","2"
"395","v082011","Both English and Spanish","3"
"1130","v082012a","Not a verified case","0"
"2125","v082012a","Verified case","1"
"1131","v082012b","INAP, not applicable to the 2008 Time Series Pre-election","-1"
"1132","v082013","Main sample release at start of interviewing period","1"
"2126","v082013","Reserve release on October 3, 2008","2"
"1133","v082014","Yes, interview recorded (consent given)","1"
"2127","v082014","No, not recorded (consent not given)","5"
"1134","v082015","$25 payment to respondent","25"
"2128","v082015","$50 payment to respondent","50"
"396","v082015","Respondent refused payment","-9"
"1135","v082016","All payments were made in cash upon completion of the Pre-","1"
"1136","v082017a","No refusal","0"
"2129","v082017a","1 or more refusals","1"
"1137","v082017b","INAP, not applicable to the Pre-election IW","-1"
"1138","v082018","No incentive was paid or given to the respondent in addition to","0"
"1139","v082020","INAP, not applicable to the Pre-election IW","-1"
"1140","v082021a","Not available in the current release","-199"
"1141","v082021b","Not available in the current release","-199"
"1142","v082021c","Not available in the current release","-199"
"1143","v082021d","Not available in the current release","-199"
"1144","v082021e","Not available in the current release","-199"
"1145","v082022a","Not available in the current release","-199"
"1146","v082022b","Not available in the current release","-199"
"1147","v082022c","Not available in the current release","-199"
"1148","v082022d","Not available in the current release","-199"
"1149","v082022e","Not available in the current release","-199"
"1150","v082022f","Not available in the current release","-199"
"1151","v082022g","Not available in the current release","-199"
"1152","v082022h","Not available in the current release","-199"
"1153","v082022j","Not available in the current release","-199"
"1154","v082022k","Not available in the current release","-199"
"1155","v082022m","Not available in the current release","-199"
"1156","v082022n","Not available in the current release","-199"
"1157","v082022p","Not available in the current release","-199"
"1158","v082022q","Not available in the current release","-199"
"1159","v082022r","Not available in the current release","-199"
"1160","v082022s","Not available in the current release","-199"
"1161","v082022t","Not available in the current release","-199"
"1162","v082022u","Not available in the current release","-199"
"1163","v082022v","Not available in the current release","-199"
"1164","v082022w","Not available in the current release","-199"
"1165","v082022y","Not available in the current release","-199"
"1166","v082023","Not available in the current release","-199"
"1167","v082024","Not available in the current release","-199"
"1168","v082024a","Not available in the current release","-199"
"1169","v082025","Not available in the current release","-199"
"1170","v082026a","Not available in the current release","-199"
"1171","v082026b","Not available in the current release","-199"
"1172","v082026c","Not available in the current release","-199"
"1173","v082027","Not available in the current release","-199"
"1174","v082027a","Not available in the current release","-199"
"1175","v082027b","Not available in the current release","-199"
"1176","v082027c","Not available in the current release","-199"
"1177","v082027d","Not available in the current release","-199"
"1178","v082027e","Not available in the current release","-199"
"1179","v082027f","Not available in the current release","-199"
"1180","v082027g","Not available in the current release","-199"
"1181","v082027h","Not available in the current release","-199"
"1182","v082027j","Not available in the current release","-199"
"1183","v082027k","Not available in the current release","-199"
"1184","v082027m","Not available in the current release","-199"
"1185","v082027n","Not available in the current release","-199"
"1186","v082027p","Not available in the current release","-199"
"1187","v082027q","Not available in the current release","-199"
"1188","v082028","Not available in the current release","-199"
"1189","v082028a","Not available in the current release","-199"
"1190","v082028b","Not available in the current release","-199"
"1191","v082028c","Not available in the current release","-199"
"1192","v082028d","Not available in the current release","-199"
"1193","v082028e","Not available in the current release","-199"
"1194","v082028f","Not available in the current release","-199"
"1195","v082028g","Not available in the current release","-199"
"1196","v082028h","Not available in the current release","-199"
"1197","v082028j","Not available in the current release","-199"
"1198","v082028k","Not available in the current release","-199"
"1199","v082029","Not available in the current release","-199"
"1200","v082029a","Not available in the current release","-199"
"1201","v082029b","Not available in the current release","-199"
"1202","v082029c","Not available in the current release","-199"
"1203","v082029d","Not available in the current release","-199"
"1204","v082029e","Not available in the current release","-199"
"1205","v082029f","Not available in the current release","-199"
"1206","v082029g","Not available in the current release","-199"
"1207","v082029h","Not available in the current release","-199"
"1208","v082030","Not available in the current release","-199"
"1209","v082252","Male interviewer","1"
"2130","v082252","Female interviewer","2"
"397","v082252","Data not available","-4"
"1212","v082253","High school level","1"
"2131","v082253","College level","2"
"398","v082253","Data not available","-4"
"1213","v082254","White interviewer","1"
"2132","v082254","Nonwhite interviewer","2"
"399","v082254","Data not available","-4"
"1214","v082255","Not a Hispanic interviewer","0"
"2133","v082255","Hispanic interviewer","1"
"3100","v082255","Data not available","-4"
"1215","v082256","No language other than English","0"
"2134","v082256","Spanish language","1"
"3101","v082256","Data not available","-4"
"1216","v082257","0-5 years experience","1"
"2135","v082257","6-10 years experience","2"
"3102","v082257","11 or more years experience","3"
"422","v082257","Data not available","-4"
"1217","v082258","Age group 18-34","1"
"2136","v082258","Age group 35-50","2"
"3103","v082258","Age group 51-64","3"
"423","v082258","Age group 65+","4"
"519","v082258","Data not available","-4"
"1218","v082401","Forward order response options","1"
"2137","v082401","Reverse order response options","2"
"1219","v082402","OLD version","1"
"2138","v082402","NEW version","2"
"1220","v082403","VERSION A","1"
"2139","v082403","VERSION B","2"
"1221","v082404","Democratic Presidential candidate first","1"
"2140","v082404","Republican Presidential candidate first","2"
"1222","v082405","Democratic Presidential candidate first","1"
"2141","v082405","Republican Presidential candidate first","2"
"1223","v082406a","Administered as 1st name","1"
"2142","v082406a","Administered as 2nd name","2"
"3104","v082406a","Administered as 3rd name","3"
"424","v082406a","Administered as 4th name","4"
"520","v082406a","Administered as 5th name","5"
"616","v082406a","Administered as 6th name","6"
"1224","v082406b","Administered as 1st name","1"
"2143","v082406b","Administered as 2nd name","2"
"3105","v082406b","Administered as 3rd name","3"
"425","v082406b","Administered as 4th name","4"
"521","v082406b","Administered as 5th name","5"
"617","v082406b","Administered as 6th name","6"
"1225","v082406c","Administered as 1st name","1"
"2144","v082406c","Administered as 2nd name","2"
"3106","v082406c","Administered as 3rd name","3"
"426","v082406c","Administered as 4th name","4"
"522","v082406c","Administered as 5th name","5"
"618","v082406c","Administered as 6th name","6"
"1226","v082406d","Administered as 1st name","1"
"2145","v082406d","Administered as 2nd name","2"
"3107","v082406d","Administered as 3rd name","3"
"427","v082406d","Administered as 4th name","4"
"523","v082406d","Administered as 5th name","5"
"619","v082406d","Administered as 6th name","6"
"1227","v082406e","Administered as 1st name","1"
"2146","v082406e","Administered as 2nd name","2"
"3108","v082406e","Administered as 3rd name","3"
"428","v082406e","Administered as 4th name","4"
"524","v082406e","Administered as 5th name","5"
"620","v082406e","Administered as 6th name","6"
"1228","v082406f","Administered as 1st name","1"
"2147","v082406f","Administered as 2nd name","2"
"3109","v082406f","Administered as 3rd name","3"
"429","v082406f","Administered as 4th name","4"
"525","v082406f","Administered as 5th name","5"
"621","v082406f","Administered as 6th name","6"
