"","id","label","value"
"419","prevote_regincnty","Answered yes, reg in county; other state for PREVOTE_REG_RECORDSTATE=3","6"
"517","prevote_regincnty","Don't know","-8"
"612","prevote_regincnty","Inapplicable","-1"
"130","prevote_regyrs3cat","0-1 years","1"
"225","prevote_regyrs3cat","2-5 years","2"
"323","prevote_regyrs3cat","More than 5 years","3"
"420","prevote_regyrs3cat","Refused","-9"
"518","prevote_regyrs3cat","Don't know","-8"
"613","prevote_regyrs3cat","Inapplicable","-1"
"131","prevote_regname","FTF: no text in name field; WEB: name not provided or not asked","0"
"226","prevote_regname","Text in name field","1"
"324","prevote_regname","Inapplicable","-1"
"132","prevote_regpty_state","State of registration does not have party registration","0"
"227","prevote_regpty_state","State of registration has party registration","1"
"325","prevote_regpty_state","Missing; available in next release","-2"
"133","prevote_regpty","Democratic party","1"
"228","prevote_regpty","Republican party","2"
"326","prevote_regpty","None or 'independent'","4"
"421","prevote_regpty","Other {SPECIFY}","5"
"519","prevote_regpty","Refused","-9"
"614","prevote_regpty","Don't know","-8"
"77","prevote_regpty","Inapplicable","-1"
"134","prevote_regpty_oth","Restricted access","-3"
"135","prevote_regint","Yes, intend to register","1"
"229","prevote_regint","No, do not intend to register","2"
"327","prevote_regint","Refused","-9"
"422","prevote_regint","Don't know","-8"
"520","prevote_regint","Inapplicable","-1"
"136","prevote_primv","Yes, voted in primary or caucus","1"
"230","prevote_primv","No, didn't vote in primary or caucus","2"
"328","prevote_primv","Refused","-9"
"423","prevote_primv","Don't know","-8"
"137","prevote_primvwho","01. Mitt Romney","1"
"231","prevote_primvwho","02. Barack Obama","2"
"329","prevote_primvwho","03. Rick Santorum","3"
"424","prevote_primvwho","04. Newt Gingrich","4"
"521","prevote_primvwho","05. Ron Paul","5"
"615","prevote_primvwho","06. Rick Perry","6"
"78","prevote_primvwho","07. Michele Bachmann","7"
"86","prevote_primvwho","08. Jon Huntsman","8"
"94","prevote_primvwho","09. Herman Cain","9"
"104","prevote_primvwho","Someone else {SPECIFY}","95"
"1111","prevote_primvwho","Refused","-9"
"1210","prevote_primvwho","Don't know","-8"
"138","prevote_primvwho","Inapplicable","-1"
"139","prevote_voted","Have voted","1"
"232","prevote_voted","Have not voted","2"
"330","prevote_voted","Refused","-9"
"425","prevote_voted","Inapplicable","-1"
"140","prevote_vconf","Yes, voted","1"
"233","prevote_vconf","No, have not voted","2"
"331","prevote_vconf","Inapplicable","-1"
"141","prevote_howvote","Definitely voted in person at a polling place before election day","1"
"234","prevote_howvote","Definitely voted by mailing a ballot to elections officials before election day","2"
"332","prevote_howvote","Definitely voted in some other way","3"
"426","prevote_howvote","Not completely sure whether you voted or not","4"
"522","prevote_howvote","Refused","-9"
"616","prevote_howvote","Inapplicable","-1"
"142","prevote_ckbcard","Yes, have  color ballot card for R's district","1"
"235","prevote_ckbcard","Have ballot card in wrong color for R's district","2"
"333","prevote_ckbcard","Only have card(s) for wrong district or have no ballot cards","3"
"427","prevote_ckbcard","Inapplicable","-1"
"143","prevote_ballot_color","Blue","1"
"236","prevote_ballot_color","Pink","2"
"334","prevote_ballot_color","Inapplicable","-1"
"144","prevote_presvt","Yes, voted for President","1"
"237","prevote_presvt","No, didn't vote for President","2"
"335","prevote_presvt","Inapplicable","-1"
"336","prevote_presvtwho","Other candidate {SPECIFY}","5"
"428","prevote_presvtwho","Refused","-9"
"523","prevote_presvtwho","Inapplicable","-1"
"145","prevote_presstr","Strong","1"
"238","prevote_presstr","Not strong","2"
"337","prevote_presstr","Don't know","-8"
"429","prevote_presstr","Inapplicable","-1"
"146","prevote_vtpresdec_dkrf","FTF: code DK selected in place of open-end response","1"
"239","prevote_vtpresdec_dkrf","FTF: code RF selected in place of open-end response","2"
"338","prevote_vtpresdec_dkrf","Inapplicable","-1"
"147","prevote_intpres","Yes","1"
"240","prevote_intpres","No","2"
"339","prevote_intpres","Refused","-9"
"430","prevote_intpres","Don't know","-8"
"524","prevote_intpres","Inapplicable","-1"
"340","prevote_intpreswho","Other candidate {SPECIFY}","5"
"431","prevote_intpreswho","Refused","-9"
"525","prevote_intpreswho","Don't know","-8"
"617","prevote_intpreswho","Inapplicable","-1"
"148","prevote_intpresst","Strong","1"
"241","prevote_intpresst","Not strong","2"
"341","prevote_intpresst","Refused","-9"
"432","prevote_intpresst","Don't know","-8"
"526","prevote_intpresst","Inapplicable","-1"
"149","prevote_prefpres","Yes","1"
"242","prevote_prefpres","No","2"
"342","prevote_prefpres","Refused","-9"
"433","prevote_prefpres","Don't know","-8"
"527","prevote_prefpres","Inapplicable","-1"
"343","prevote_prefprwho","Other candidate {SPECIFY}","5"
"434","prevote_prefprwho","Refused","-9"
"528","prevote_prefprwho","Don't know","-8"
"618","prevote_prefprwho","Inapplicable","-1"
"150","prevote_prefprstr","Strong","1"
"243","prevote_prefprstr","Not strong","2"
"344","prevote_prefprstr","Don't know","-8"
"435","prevote_prefprstr","Inapplicable","-1"
"151","prevote_votehs","Yes, voted for House of Representatives","1"
"244","prevote_votehs","No, didn't vote for House of Representatives","2"
"345","prevote_votehs","Refused","-9"
"436","prevote_votehs","Don't know","-8"
"529","prevote_votehs","Inapplicable","-1"
"437","prevote_hsvtbc","R VOL: names on ballot card are not correct {VOTE RECORDED ON NEXT SCREEN}","4"
"530","prevote_hsvtbc","Other candidate {SPECIFY}","5"
"619","prevote_hsvtbc","Refused","-9"
"79","prevote_hsvtbc","Don't know","-8"
"87","prevote_hsvtbc","Inapplicable","-1"
"152","prevote_hsvtnobc","Democrat","81"
"245","prevote_hsvtnobc","Republican","82"
"346","prevote_hsvtnobc","Other- candidate not identified by major party","87"
"438","prevote_hsvtnobc","Refused","-9"
"531","prevote_hsvtnobc","Don't know","-8"
"620","prevote_hsvtnobc","Inapplicable","-1"
"153","prevote_inths","Yes","1"
"246","prevote_inths","No","2"
"347","prevote_inths","Refused","-9"
"439","prevote_inths","Don't know","-8"
"532","prevote_inths","Inapplicable","-1"
"440","prevote_inthsbc","R VOL: names on ballot card are not correct {VOTE RECORDED ON NEXT SCREEN}","4"
"533","prevote_inthsbc","Other candidate {SPECIFY}","5"
"621","prevote_inthsbc","Refused","-9"
"710","prevote_inthsbc","Don't know","-8"
"88","prevote_inthsbc","Inapplicable","-1"
"154","prevote_inthsnobc","Democrat","81"
"247","prevote_inthsnobc","Republican","82"
"348","prevote_inthsnobc","Other- candidate not identified by major party","87"
"441","prevote_inthsnobc","Refused","-9"
"534","prevote_inthsnobc","Don't know","-8"
"622","prevote_inthsnobc","Inapplicable","-1"
"155","prevote_hspref","Yes","1"
"248","prevote_hspref","No","2"
"349","prevote_hspref","Refused","-9"
"442","prevote_hspref","Don't know","-8"
"535","prevote_hspref","Inapplicable","-1"
"443","prevote_hsprefbc","R VOL: names on ballot card are not correct {VOTE RECORDED ON NEXT SCREEN}","4"
"536","prevote_hsprefbc","Other candidate {SPECIFY}","5"
"623","prevote_hsprefbc","Don't know","-8"
"711","prevote_hsprefbc","Inapplicable","-1"
"156","prevote_hsprefnobc","Democrat","81"
"249","prevote_hsprefnobc","Republican","82"
"350","prevote_hsprefnobc","Other- candidate not identified by major party","87"
"444","prevote_hsprefnobc","Inapplicable","-1"
"157","prevote_senhhstate","No Senate race in state of residence","0"
"250","prevote_senhhstate","Senate race in state of residence","1"
"351","prevote_senhhstate","Inapplicable","-1"
"158","prevote_senregstate","No Senate race- state of registration recorded in correct field","0"
"251","prevote_senregstate","Senate race- state of registration recorded in correct field","1"
"352","prevote_senregstate","No Senate race- state of registration not recorded in correct field","3"
"445","prevote_senregstate","Senate race- state of registration not recorded in correct field","4"
"537","prevote_senregstate","State of registration asked, not recorded","-2"
"624","prevote_senregstate","Inapplicable","-1"
"159","prevote_votesen","Yes, voted for Senate","1"
"252","prevote_votesen","No, didn't vote for Senate","2"
"353","prevote_votesen","Don't know","-8"
"446","prevote_votesen","Inapplicable","-1"
"447","prevote_vtsenbc","Other candidate {SPECIFY}","5"
"538","prevote_vtsenbc","Refused","-9"
"625","prevote_vtsenbc","Don't know","-8"
"712","prevote_vtsenbc","Inapplicable","-1"
"160","prevote_vtsennobc","Democrat","81"
"253","prevote_vtsennobc","Republican","82"
"354","prevote_vtsennobc","Other- candidate not identified by major party","87"
"448","prevote_vtsennobc","Don't know","-8"
"539","prevote_vtsennobc","Inapplicable","-1"
"161","prevote_intsen","Yes","1"
"254","prevote_intsen","No","2"
"355","prevote_intsen","Refused","-9"
"449","prevote_intsen","Don't know","-8"
"540","prevote_intsen","Inapplicable","-1"
"450","prevote_intsenbc","Other candidate {SPECIFY}","5"
"541","prevote_intsenbc","Refused","-9"
"626","prevote_intsenbc","Don't know","-8"
"713","prevote_intsenbc","Inapplicable","-1"
"162","prevote_intsennobc","Democrat","81"
"255","prevote_intsennobc","Republican","82"
"356","prevote_intsennobc","Other- candidate not identified by major party","87"
"451","prevote_intsennobc","Refused","-9"
"542","prevote_intsennobc","Don't know","-8"
"627","prevote_intsennobc","Inapplicable","-1"
"163","prevote_senpref","Yes","1"
"256","prevote_senpref","No","2"
"357","prevote_senpref","Refused","-9"
"452","prevote_senpref","Don't know","-8"
"543","prevote_senpref","Inapplicable","-1"
"453","prevote_senprefbc","Other candidate {SPECIFY}","5"
"544","prevote_senprefbc","Don't know","-8"
"628","prevote_senprefbc","Inapplicable","-1"
"164","prevote_senprefnobc","Democrat","81"
"257","prevote_senprefnobc","Republican","82"
"358","prevote_senprefnobc","Other- candidate not identified by major party","87"
"454","prevote_senprefnobc","Don't know","-8"
"545","prevote_senprefnobc","Inapplicable","-1"
"165","prevote_govhhstate","No Gubernatorial race in state of residence","0"
"258","prevote_govhhstate","Gubernatorial race in state of residence","1"
"359","prevote_govhhstate","Inapplicable","-1"
"166","prevote_govregstate","No Governor race- state of registration recorded in correct field","0"
"259","prevote_govregstate","Governor race- state of registration recorded in correct field","1"
"360","prevote_govregstate","No Governor race- state of registration not recorded in correct field","3"
"455","prevote_govregstate","Governor race- state of registration not recorded in correct field","4"
"546","prevote_govregstate","State of registration asked, not recorded","-2"
"629","prevote_govregstate","Inapplicable","-1"
"167","prevote_votegov","Yes, voted for governor","1"
"260","prevote_votegov","No, didn't vote for governor","2"
"361","prevote_votegov","Inapplicable","-1"
"456","prevote_vtgovbc","Other candidate {SPECIFY}","5"
"547","prevote_vtgovbc","Refused","-9"
"630","prevote_vtgovbc","Inapplicable","-1"
"168","prevote_vtgovnobc","Democrat","81"
"261","prevote_vtgovnobc","Republican","82"
"362","prevote_vtgovnobc","Other- candidate not identified by major party","87"
"457","prevote_vtgovnobc","Inapplicable","-1"
"169","prevote_intgov","Yes","1"
"262","prevote_intgov","No","2"
"363","prevote_intgov","Refused","-9"
"458","prevote_intgov","Don't know","-8"
"548","prevote_intgov","Inapplicable","-1"
"459","prevote_intgovbc","Other candidate {SPECIFY}","5"
"549","prevote_intgovbc","Refused","-9"
"631","prevote_intgovbc","Don't know","-8"
"714","prevote_intgovbc","Inapplicable","-1"
"170","prevote_intgovnobc","Democrat","81"
"263","prevote_intgovnobc","Republican","82"
"364","prevote_intgovnobc","Other- candidate not identified by major party","87"
"460","prevote_intgovnobc","Don't know","-8"
"550","prevote_intgovnobc","Inapplicable","-1"
"171","prevote_govpref","Yes","1"
"264","prevote_govpref","No","2"
"365","prevote_govpref","Don't know","-8"
"461","prevote_govpref","Inapplicable","-1"
"462","prevote_govprefbc","Other candidate {SPECIFY}","5"
"551","prevote_govprefbc","Refused","-9"
"632","prevote_govprefbc","Inapplicable","-1"
"172","prevote_govprefnobc","Democrat","81"
"265","prevote_govprefnobc","Republican","82"
"366","prevote_govprefnobc","Other- candidate not identified by major party","87"
"463","prevote_govprefnobc","Inapplicable","-1"
"173","candlik_likedpc","Yes","1"
"266","candlik_likedpc","No","2"
"367","candlik_likedpc","Refused","-9"
"464","candlik_likedpc","Don't know","-8"
"174","candlik_disldpc","Yes","1"
"267","candlik_disldpc","No","2"
"368","candlik_disldpc","Refused","-9"
"465","candlik_disldpc","Don't know","-8"
"175","candlik_likerpc","Yes","1"
"268","candlik_likerpc","No","2"
"369","candlik_likerpc","Refused","-9"
"466","candlik_likerpc","Don't know","-8"
"176","candlik_dislrpc","Yes","1"
"269","candlik_dislrpc","No","2"
"370","candlik_dislrpc","Refused","-9"
"467","candlik_dislrpc","Don't know","-8"
"177","congapp_job","Approve","1"
"270","congapp_job","Disapprove","2"
"371","congapp_job","Refused","-9"
"468","congapp_job","Don't know","-8"
"178","congapp_jobst","Strongly","1"
"271","congapp_jobst","Not strongly","2"
"372","congapp_jobst","Refused","-9"
"469","congapp_jobst","Don't know","-8"
"552","congapp_jobst","Inapplicable","-1"
"179","congapp_job_x","Approve strongly","1"
"272","congapp_job_x","Approve not strongly","2"
"373","congapp_job_x","Disapprove not strongly","4"
"470","congapp_job_x","Disapprove strongly","5"
"553","congapp_job_x","Refused","-9"
"633","congapp_job_x","Don't know","-8"
"180","presapp_track","Right direction","1"
"273","presapp_track","Wrong track","2"
"374","presapp_track","Refused","-9"
"471","presapp_track","Don't know","-8"
"181","presapp_job","Approve","1"
"274","presapp_job","Disapprove","2"
"375","presapp_job","Refused","-9"
"472","presapp_job","Don't know","-8"
"182","presapp_jobstr","Strongly","1"
"275","presapp_jobstr","Not strongly","2"
"376","presapp_jobstr","Refused","-9"
"473","presapp_jobstr","Don't know","-8"
"554","presapp_jobstr","Inapplicable","-1"
"183","presapp_job_x","Approve strongly","1"
"276","presapp_job_x","Approve not strongly","2"
"377","presapp_job_x","Disapprove not strongly","4"
"474","presapp_job_x","Disapprove strongly","5"
"555","presapp_job_x","Refused","-9"
"634","presapp_job_x","Don't know","-8"
"184","presapp_econ","Approve","1"
"277","presapp_econ","Disapprove","2"
"378","presapp_econ","Refused","-9"
"475","presapp_econ","Don't know","-8"
"185","presapp_econstr","Strongly","1"
"278","presapp_econstr","Not strongly","2"
"379","presapp_econstr","Refused","-9"
"476","presapp_econstr","Don't know","-8"
"556","presapp_econstr","Inapplicable","-1"
"186","presapp_econ_x","Approve strongly","1"
"279","presapp_econ_x","Approve not strongly","2"
"380","presapp_econ_x","Disapprove not strongly","4"
"477","presapp_econ_x","Disapprove strongly","5"
"557","presapp_econ_x","Refused","-9"
"635","presapp_econ_x","Don't know","-8"
"187","presapp_foreign","Approve","1"
"280","presapp_foreign","Disapprove","2"
"381","presapp_foreign","Refused","-9"
"478","presapp_foreign","Don't know","-8"
"188","presapp_foreignstr","Strongly","1"
"281","presapp_foreignstr","Not strongly","2"
"382","presapp_foreignstr","Refused","-9"
"479","presapp_foreignstr","Don't know","-8"
"558","presapp_foreignstr","Inapplicable","-1"
"189","presapp_foreign_x","Approve strongly","1"
"282","presapp_foreign_x","Approve not strongly","2"
"383","presapp_foreign_x","Disapprove not strongly","4"
"480","presapp_foreign_x","Disapprove strongly","5"
"559","presapp_foreign_x","Refused","-9"
"636","presapp_foreign_x","Don't know","-8"
"190","presapp_health","Approve","1"
"283","presapp_health","Disapprove","2"
"384","presapp_health","Refused","-9"
"481","presapp_health","Don't know","-8"
"191","presapp_healthstr","Strongly","1"
"284","presapp_healthstr","Not strongly","2"
"385","presapp_healthstr","Refused","-9"
"482","presapp_healthstr","Don't know","-8"
"560","presapp_healthstr","Inapplicable","-1"
"192","presapp_health_x","Approve strongly","1"
"285","presapp_health_x","Approve not strongly","2"
"386","presapp_health_x","Disapprove not strongly","4"
"483","presapp_health_x","Disapprove strongly","5"
"561","presapp_health_x","Refused","-9"
"637","presapp_health_x","Don't know","-8"
"193","presapp_war","Approve","1"
"286","presapp_war","Disapprove","2"
"387","presapp_war","Refused","-9"
"484","presapp_war","Don't know","-8"
"194","presapp_warstr","Strongly","1"
"287","presapp_warstr","Not strongly","2"
"388","presapp_warstr","Refused","-9"
"485","presapp_warstr","Don't know","-8"
"562","presapp_warstr","Inapplicable","-1"
"195","presapp_war_x","Approve strongly","1"
"288","presapp_war_x","Approve not strongly","2"
"389","presapp_war_x","Disapprove not strongly","4"
"486","presapp_war_x","Disapprove strongly","5"
"563","presapp_war_x","Refused","-9"
"638","presapp_war_x","Don't know","-8"
"196","ptylik_likdp","Yes","1"
"289","ptylik_likdp","No","2"
"390","ptylik_likdp","Refused","-9"
"487","ptylik_likdp","Don't know","-8"
"197","ptylik_disldp","Yes","1"
"290","ptylik_disldp","No","2"
"391","ptylik_disldp","Refused","-9"
"488","ptylik_disldp","Don't know","-8"
"198","ptylik_likrp","Yes","1"
"291","ptylik_likrp","No","2"
"392","ptylik_likrp","Refused","-9"
"489","ptylik_likrp","Don't know","-8"
"199","ptylik_dislrp","Yes","1"
"292","ptylik_dislrp","No","2"
"393","ptylik_dislrp","Refused","-9"
"490","ptylik_dislrp","Don't know","-8"
"1100","finance_finfam","No family members","0"
"293","finance_finfam","One family member","1"
"394","finance_finfam","Two family members","2"
"491","finance_finfam","Three family members","3"
"564","finance_finfam","Four family members","4"
"639","finance_finfam","Five or more family members","5"
"715","finance_finfam","Refused","-9"
"89","finance_finfam","Don't know","-8"
"1101","finance_finpast","Better","1"
"294","finance_finpast","Worse","2"
"395","finance_finpast","The same {VOL}","3"
"492","finance_finpast","Refused","-9"
"565","finance_finpast","Don't know","-8"
"1102","finance_finpastamt","Much","1"
"295","finance_finpastamt","Somewhat","2"
"396","finance_finpastamt","Refused","-9"
"493","finance_finpastamt","Don't know","-8"
"566","finance_finpastamt","Inapplicable","-1"
"1103","finance_finpast_x","Much better","1"
"296","finance_finpast_x","Somewhat better","2"
"397","finance_finpast_x","The same {VOL}","3"
"494","finance_finpast_x","Somewhat worse","4"
"567","finance_finpast_x","Much worse","5"
"640","finance_finpast_x","Refused","-9"
"716","finance_finpast_x","Don't know","-8"
"1104","finance_finnext","Better","1"
"297","finance_finnext","Worse","2"
"398","finance_finnext","The same","3"
"495","finance_finnext","Refused","-9"
"568","finance_finnext","Don't know","-8"
"1105","finance_finnextamt","Much","1"
"298","finance_finnextamt","Somewhat","2"
"399","finance_finnextamt","Refused","-9"
"496","finance_finnextamt","Don't know","-8"
"569","finance_finnextamt","Inapplicable","-1"
"1106","finance_finnext_x","Much better","1"
"299","finance_finnext_x","Somewhat better","2"
"3100","finance_finnext_x","The same","3"
"497","finance_finnext_x","Somewhat worse","4"
"570","finance_finnext_x","Much worse","5"
"641","finance_finnext_x","Refused","-9"
"717","finance_finnext_x","Don't know","-8"
"1107","health_insured","Yes","1"
"2100","health_insured","No","2"
"3101","health_insured","Refused","-9"
"498","health_insured","Don't know","-8"
"1108","health_2010hcr","Favor","1"
"2101","health_2010hcr","Oppose","2"
"3102","health_2010hcr","Neither favor nor oppose","3"
"499","health_2010hcr","Refused","-9"
"571","health_2010hcr","Don't know","-8"
"1109","health_2010hcrfav","A great deal","1"
"2102","health_2010hcrfav","Moderately","2"
"3103","health_2010hcrfav","A little","3"
"4100","health_2010hcrfav","Refused","-9"
"572","health_2010hcrfav","Don't know","-8"
"642","health_2010hcrfav","Inapplicable","-1"
"1112","health_2010hcropp","A great deal","1"
"2103","health_2010hcropp","Moderately","2"
"3104","health_2010hcropp","A little","3"
"4101","health_2010hcropp","Refused","-9"
"573","health_2010hcropp","Don't know","-8"
"643","health_2010hcropp","Inapplicable","-1"
"1113","health_2010hcr_x","Favor a great deal","1"
"2104","health_2010hcr_x","Favor moderately","2"
"3105","health_2010hcr_x","Favor a little","3"
"4102","health_2010hcr_x","Neither favor nor oppose","4"
"574","health_2010hcr_x","Oppose a little","5"
"644","health_2010hcr_x","Oppose moderately","6"
"718","health_2010hcr_x","Oppose a great deal","7"
"810","health_2010hcr_x","Refused","-9"
"95","health_2010hcr_x","Don't know","-8"
"1114","health_self","Excellent","1"
"2105","health_self","Very Good","2"
"3106","health_self","Good","3"
"4103","health_self","Fair","4"
"575","health_self","Poor","5"
"645","health_self","Refused","-9"
"719","health_self","Don't know","-8"
"1115","health_smoke","Yes","1"
"2106","health_smoke","No","2"
"3107","health_smoke","Refused","-9"
"4104","health_smoke","Don't know","-8"
"1116","health_smokeamt","Every day","1"
"2107","health_smokeamt","Some days","2"
"3108","health_smokeamt","Not at all","3"
"4105","health_smokeamt","Refused","-9"
"576","health_smokeamt","Inapplicable","-1"
"1117","candaff_angdpc","Yes","1"
"2108","candaff_angdpc","No","2"
"3109","candaff_angdpc","Refused","-9"
"4106","candaff_angdpc","Don't know","-8"
"1118","candaff_angdpcoft","Always","1"
"2109","candaff_angdpcoft","Most of the time","2"
"3110","candaff_angdpcoft","About half the time","3"
"4107","candaff_angdpcoft","Some of the time","4"
"577","candaff_angdpcoft","Never","5"
"646","candaff_angdpcoft","Refused","-9"
"720","candaff_angdpcoft","Don't know","-8"
"811","candaff_angdpcoft","Inapplicable","-1"
"1119","candaff_hpdpc","Yes","1"
"2110","candaff_hpdpc","No","2"
"3111","candaff_hpdpc","Refused","-9"
"4108","candaff_hpdpc","Don't know","-8"
"1120","candaff_hpdpcoft","Always","1"
"2111","candaff_hpdpcoft","Most of the time","2"
"3112","candaff_hpdpcoft","About half the time","3"
"4109","candaff_hpdpcoft","Some of the time","4"
"578","candaff_hpdpcoft","Never","5"
