Number,Name
v161088,PRE: Feeling Thermometer: Libertarian Presidential cand
v161089,PRE: Feeling Thermometer: Green Party Presidential cand
v161090,PRE: Feeling Thermometer: Democratic Vice-Pres cand
v161091,PRE: Feeling Thermometer: Republican Vice-Pres cand
v161092,PRE: Feeling Thermometer: Previous President
v161093,PRE: Feeling Thermometer: Bill Clinton
v161094,PRE: Feeling Thermometer: Libertarian Vice-Pres cand
v161095,PRE: Feeling Thermometer: Democratic Party
v161096,PRE: Feeling Thermometer: Republican Party
v161097,PRE: Is there anything R likes about Democratic Party
v161098,PRE: Text- What does R like about Democratic party
v161099a,PRE: Code- What does R like about Democratic party
v161100,PRE: Is there anything R dislikes about Democratic Party
v161101,PRE: Text- What does R dislike about the Democratic party
v161102a,PRE: Code- What does R dislike about the Democratic party
v161103,PRE: Is there anything R likes about Republican Party
v161104,PRE: Text- What does R like about Republican party
v161105a,PRE: Code- What does R like about Republican party
v161106,PRE: Is there anything R dislikes about Republican Party
v161107,PRE: Text- What does R dislike about the Republican party
v161108a,PRE: Code- What does R dislike about the Republican party
v161109,PRE: R living with how many family members
v161110,PRE: R how much better worse off than 1 year ago
v161111,PRE: R how much better worse off next year
v161112,PRE: Does R have health insurance
v161113,PRE: Favor or oppose 2010 health care law
v161114a,PRE: Strength favor 2010 health care law
v161114b,PRE: Strength oppose 2010 health carelaw
v161114x,PRE: Summary: favor/oppose 2010 health care law
v161115,PRE: Self-evaluation of R health
v161116,PRE: Affect for Democratic Pres cand: angry
v161117,PRE: Affect for Democratic Pres cand: hopeful
v161118,PRE: Affect for Democratic Pres cand: afraid
v161119,PRE: Affect for Democratic Pres cand: proud
v161120,PRE: Affect for Democratic Pres cand: disgusted
v161121,PRE: Affect for Republican Pres cand: angry
v161122,PRE: Affect for Republican Pres cand: hopeful
v161123,PRE: Affect for Republican Pres cand: afraid
v161124,PRE: Affect for Republican Pres cand: proud
v161125,PRE: Affect for Republican Pres cand: disgusted
v161126,PRE: 7pt scale Liberal conservative self-placement
v161127,PRE: If R had to choose liberal or conservative self-placemt
v161128,PRE: 7pt scale liberal conservative - Dem Pres cand
v161129,PRE: 7pt scale liberal conservative - Rep Pres cand
v161130,PRE: 7pt scale liberal conservative Dem party
v161131,PRE: 7pt scale liberal conservative Rep party
v161132,PRE: SUMMARY - PLACEMENT 1 or PLACEMENT 2
v161133,PRE: PLACEMENT 1: How likely is it R will vote in Nov
v161134a,PRE: PLACEMENT1: Percent for major party Pres candidates
v161134b,PRE: PLACEMENT1: Percent for major party Pres candidates
v161135a,PRE: PLACEMENT1: State percent for major party Pres candidates
v161135b,PRE: PLACEMENT1: State percent for major party Pres candidates
v161136,PRE: Party Control or split government
v161137,PRE: Income gap today more or less than 20 years ago
v161138a,PRE: How much larger is income gap today
v161138b,PRE: How much smaller is income gap today
v161138x,PRE: SUMMARY - larger/smaller income gap today
v161139,PRE: Current economy good or bad
v161140,PRE: National economy better worse in last year
v161140a,PRE: How much national economy better worse in last year
v161140x,PRE: SUMMARY - economy better/worse in last year
v161141,PRE: Economy better or worse in next 12 months
v161141a,PRE: How much econ better worse next 12 months
v161141x,PRE: SUMMARY - economy better/worse in next year
v161142,PRE: Unemployment better or worse in last year
v161142a,PRE: How much unemployment better or worse in last year
v161142x,PRE: SUMMARY: more/less unemployment in last year
v161143,PRE: More or less unemployment in next year
v161144,PRE: Which party better: handling nations economy
v161145,PRE: Care who wins Presidential Election revised version
v161146,PRE: Who does R think will be elected President
v161147,PRE: Will Pres race be a close or will (winner) win by a lot
v161148,PRE: Which Pres cand will carry state
v161149,PRE: Will Pres race be close in state
v161150a,PRE: VERSION 1A placement- Does R consider voting a duty or choice
v161150b,PRE: VERSION 1B placement- Does R consider voting a choice or duty
v161151a,PRE: How strongly does R feel that voting is a duty
v161151b,PRE: How strongly does R feel that voting is a choice
v161151x,PRE: SUMMARY - Voting as duty or choice
v161152,"PRE: During last year, U.S. position in world weaker str"
v161153,PRE: Country would be better off if we just stayed home
v161154,PRE: Force to solve international problems
v161155,"PRE: Party ID: Does R think of self as Dem, Rep, Ind or what"
v161155a,PRE: Party ID other specifys
v161156,PRE: Party Identification strong - Democrat Republican
v161157,PRE: No Party Identification - closer to Dems or Reps
v161158x,PRE: SUMMARY - Party ID
v161159,PRE: Pres Dem cand trait strong leadership
v161160,PRE: Pres Dem cand trait really cares
v161161,PRE: Pres Dem cand trait knowledgeable
v161162,PRE: Pres Dem cand trait honest
v161163,PRE: Pres Dem cand trait speaks mind
v161164,PRE: Pres Rep cand trait strong leadership
v161165,PRE: Pres Rep cand trait really cares
v161166,PRE: Pres Rep cand trait knowledgeable
v161167,PRE: Pres Rep cand trait honest
v161168,PRE: Pres Rep cand trait speaks mind
v161169,PRE: Pres Dem cand even-tempered
v161170,PRE: Pres Rep cand even-tempered
v161171,PRE: Prefer government official who compromises
v161172,PRE: How should party nominees be chosen
v161173,PRE: Rep and Dem adequate parties
v161174,PRE: Serious third party or independent Pres cand choice
v161175,PRE: Supreme Court nominee - legal qualifications
v161176,PRE: Supreme Court nominee - likely to vote on controversial issues
v161177,PRE: Senate vote on Supreme Court nominee by outgoing President
v161178,PRE: 7pt scale spending and Services self-placement
v161179,PRE: 7pt scale spending and Services Dem Presidential cand
v161180,PRE: 7pt scale spending and Services Rep Presidential cand
v161181,PRE: 7pt scale defense spending self-placement
v161182,PRE: 7pt scale defense spending Dem Pres cand
v161183,PRE: 7pt scale defense spending Rep Pres cand
v161184,PRE: 7pt scale govt-private medical insur scale: self-plmt
v161185,PRE: 7pt scale govt-private medical insur scale: Dem Pres cand
v161186,PRE: 7pt scale govt-private medical insur scale: Rep Pres cand
v161187,PRE: Should fed govt make it more difficult to buy a gun
v161188,PRE: Importance of gun access issue to R
v161189,PRE: 7pt scale guaranteed job-income scale: self-placement
v161190,PRE: 7pt scale guaranteed job-income scale: Dem Pres cand
v161191,PRE: 7pt scale guaranteed job-income scale: Rep Pres cand
v161192,PRE: U.S. government policy toward unauthorized immigrants
v161193,PRE: Favor or oppose ending birthright citizenship
v161193a,PRE: Strength R favors or opposes ending birthright citizenship
v161194x,PRE: SUMMARY - birthright citizenship
v161195,PRE: Children brought illegally sent back
v161195a,PRE: Children brought illegally strength follow-up
v161195x,PRE: SUMMARY - Children brought illegally
v161196,PRE: Build a wall with Mexico
v161196a,PRE: Build a wall with Mexico strength follow-up
v161196x,PRE: SUMMARY - Build wall with Mexico
v161197,PRE: How important to speak English in US
v161198,PRE: 7pt scale govt assistance to blacks scale: self-placemt
v161199,PRE: 7pt scale govt assistance to blacks scale: Dem Pres cand
v161200,PRE: 7pt scale govt assistance to blacks scale: Rep Pres cand
v161201,PRE: 7pt scale environment-jobs tradeoff self-placement
v161202,PRE: 7pt scale environment-jobs tradeoff Dem Pres cand
v161203,PRE: 7pt scale environment-jobs tradeoff Rep Pres cand
v161204,PRE: Does R favor or oppose affirmative action in universities
v161204a,PRE: How much does R favor affirmative action in universities
v161204b,PRE: How much does R oppose affirmative action in universities
v161204x,PRE: SUMMARY - Favor or oppose affirmative action in universities
v161205,PRE: Federal Budget Spending: Social Security
v161206,PRE: Federal Budget Spending: public schools
v161207,PRE: Federal Budget Spending: science and technology
v161208,PRE: Federal Budget Spending: dealing with crime
v161209,PRE: Federal Budget Spending: welfare programs
v161210,PRE: Federal Budget Spending: child care
v161211,PRE: Federal Budget Spending: aid to the poor
v161212,PRE: Federal Budget Spending: protecting the environment
v161213,PRE: Sending troops to fight ISIS
v161213a,PRE: Sending troops to fight ISIS follow-up
v161213x,PRE: SUMMARY - send troops to fight ISIS
v161214,PRE: Should Syrian refugees be allowed to come to the U.S.
v161214a,PRE: Allow Syrian refugees strength
v161214x,PRE: SUMMARY - Allow Syrian refugees
v161215,PRE: REV How often trust govt in Wash to do what is right
v161216,PRE: Govt run by a few big interests or for benefit of all
v161217,PRE: Does government waste much tax money
v161218,PRE: How many in government are corrupt
v161219,PRE: How often can people be trusted
v161220,PRE: Elections make govt pay attention
v161221,PRE: Is global warming happening or not
v161222,PRE: Anthropogenic climate change
v161223,PRE: Approve or disapprove fracking
v161224,PRE: Govt action about rising temperatures
v161224a,PRE: Strength of position on govt action about rising temperatures
v161225x,PRE: SUMMARY - Govt action about rising temperatures
v161226,PRE: Require employers to offer paid leave to parents of new children
v161226a,PRE: Strength require employers to offer paid leave to parents of new children
v161226x,PRE: SUMMARY - require employers to offer paid leave to new parents
v161227,PRE: Services to same sex couples
v161227a,PRE: Services to same sex couples strength
v161227x,PRE: SUMMARY - Services to same sex couples
v161228,PRE: Transgender bathroom policy
v161228a,PRE: Transgender policy strength
v161228x,PRE: SUMMARY - Transgender policy
v161229,PRE: Should laws protect gays lesbians against job discrim
v161229a,PRE: How much fav opp laws protect gays lesbians job discrim
v161229x,PRE: SUMMARY - Laws to protect gays and lesbians against job discrim
v161230,PRE: Should gay and lesbian couples be allowed to adopt
v161231,PRE: R position on gay marriage
v161232,PRE: STD Abortion: self-placement
v161233,PRE: R favor oppose death penalty
v161233a,PRE: Strength R favors opposes death penalty
v161233x,PRE: SUMMARY - Favor or oppose death penalty
v161234,PRE: U.S. more or less secure than when Pres took office
v161235,PRE: Economy better since 2008
v161235a,PRE: Economy better/worse since 2008 strength
v161235x,PRE: SUMMARY - Economy since 2008
v161236,PRE: Affect for Obama - angry
v161237,PRE: Affect for Obama - proud
v161238,PRE: PLACEMENT 2: How likely is it that R will vote in Nov
v161239a,PRE: PLACEMENT 2: Percent for major party Pres candidates
v161239b,PRE: PLACEMENT 2: Percent for major party Pres candidates
v161240a,PRE: PLACEMENT 2: State percent for major party Pres candidates
v161240b,PRE: PLACEMENT 2: State percent for major party Pres candidates
v161241,PRE: Is religion important part of R life
v161242,PRE: Religion provides guidance in day-to-day living
v161243,PRE: Is Bible word of God or men
v161244,PRE: Ever attend church or religious services
v161245,PRE: Attend religious services how often
v161245a,PRE: Attend church more often than once a week
v161246,PRE: Ever think of self as part of church or denomination
v161247a,PRE: (Attends church) R subjective description own major religious group
v161247b,PRE: (Nonattendance) R subjective description of own major religious group
v161248,PRE: R subjective description of own major relig denomination
v161249,PRE: R description of specific Baptist denomination
v161250,PRE: R description of specific indep. Baptist denomination
v161251,PRE: R description of specific Lutheran denomination
v161252,PRE: R description of specific Methodist denomination
v161253,PRE: R description of specific Presbyterian denomination
v161254,PRE: R description of specific Reformed denomination
v161255,PRE: R description of specific Brethren denomination
v161256,PRE: R description of specific Disciples denomination
v161257,PRE: R description of specific Church of Christ denomination
v161258,PRE: R description of specific Church of God denomination
v161259,PRE: R description of specific Holiness Pentecostal denomination (open-end)
v161260,PRE: R description of specific other denomination (open-end)
v161261,PRE: Specific other denomination Christian
v161262a,PRE: (Attends) Specific Jewish denomination
v161262b,PRE: (Nonattendance) Specific Jewish denomination
v161263,PRE: Does Christian R consider self born again
v161264x,PRE: SUMMARY - Full religion summary
v161265x,PRE: SUMMARY - Major group religion summary
v161266a,PRE: Religious identification type: Fundamentalist
v161266b,PRE: Religious identification type: Charismatic/Pentecostal
v161266c,PRE: Religious identification type: Born again
v161266d,PRE: Religious identification type: Evangelical
v161266e,PRE: Religious identification type: Traditional
v161266f,PRE: Religious identification type: Mainline
v161266g,PRE: Religious identification type: Progressive
v161266h,PRE: Religious identification type: Non-traditional
v161266j,PRE: Religious identification type: Secular
v161266k,PRE: Religious identification type: Agnostic
v161266m,PRE: Religious identification type: Atheist
v161266n,PRE: Religious identification type: Spiritual but not religious
v161266p,PRE: Religious identification type: None of the above
v161267,PRE: Respondent age
v161267a,PRE: RESTRICTED- Birthdate: month of birth
v161267b,PRE: RESTRICTED- Birthdate: day of birth
v161267c,PRE: Birthdate: year of birth
v161267x,PRE: SUMMARY - Respondent age group
v161268,PRE: R marital status
v161269,PRE: Domestic partnership status
v161270,PRE: Highest level of Education
v161271,PRE: R high school completion- diploma or GED
v161272,PRE: Spouse partner: Highest Level of Education
v161273,PRE: Spouse high school completion- diploma or GED
v161274a,PRE: Previously served on active duty in armed forces
v161274b,PRE: RESTRICTED- Now serving on active duty in armed forces
v161275x,PRE: SUMMARY - R occupation status 2 digit
v161276x,PRE: SUMMARY - R occupation status 1 digit
v161277,"PRE: Initial R employment status, start of occupation module"
v161278,PRE: Initial status Homemaker student: working now
v161279,PRE: Initial status Homemaker student: job in last 6 mon
v161280a,PRE: RESTRICTED: Initial status retiree - month when retired
v161280b,PRE: RESTRICTED: Initial status retiree - day when retired
v161280c,PRE: Initial status retiree - year when retired
v161281,PRE: Initial status unemployed disabled: R ever work for pay
v161282a,PRE: Text- Past occupation (R ret dis unemp hmkr stud)
v161282b,PRE: Code- Past occupation (R ret dis unemp hmkr stud)
v161283a,PRE: Text- Past industry (R ret dis unemp hmkr stud)
v161283b,PRE: Code- Past industry (R ret dis unemp hmkr stud)
v161284,PRE: Past self-empl status (R ret dis unemp hmkr stud)
v161285,PRE: Past occupation: govt work (R ret dis unemp hmkr stud)
v161286,PRE: Initial status unempl ret disabled: job in last 6 mo
v161287,PRE: Recent occupation: how many hours worked avg week
v161288,PRE: Initial status retired disabled: working now
v161289,PRE: Init status nonworkg ret dis unemp hmkr st: look for work
v161290,PRE: Init status nonworkg ret dis unemp hmkr st: worry find job
v161291a,PRE: Working TLO now - occupation
v161291b,PRE: Working TLO now - occupation
v161292a,PRE: Text- working or TLO industry of occupation
v161292b,PRE: Code- working or TLO industry of occupation
v161293,PRE: Working TLO now - work for self
v161294,PRE: Working TLO now - work for govt
v161295,PRE: Working TLO now - how many hours R works
v161296,PRE: Working TLO now - hours works OK
v161297,PRE: Working TLO now: worry about losing job in near future
v161298,PRE: Working now: out of work or laid off in last 6 mos
v161299,PRE: Working now: had reduction in work hrs or pay cut
v161300a,PRE: Working now - spouse/partner employment status
v161300b,PRE: Temporarily laid off - spouse/partner employment status
v161300c,PRE: Unemployed - spouse/partner employment status
v161300d,PRE: Retired - spouse/partner employment status
v161300e,PRE: Permanently disabled - spouse/partner employment status
v161300f,PRE: Homemaker - spouse/partner employment status
v161300g,PRE: Student - spouse/partner employment status
v161301a,PRE: Spouse partner placeholder redacted
v161301b,PRE: Spouse partner placeholder code
v161302,PRE: Anyone in HH belong to labor union
v161303,PRE: Who in HH belongs to labor union
v161304,PRE: Think of self as belonging to class
v161305a,PRE: Social Class: working or middle
v161305b,PRE: Social Class: had to choose working middle
v161306,PRE: Social class: average or upper working middle class
v161307,PRE: Social class (2-question version)
v161307a,PRE: EGSS social class if middle class
v161308x,PRE: SUMMARY - R self-identified social class
v161309,"PRE: R: Are you Spanish, Hispanic, or Latino"
v161310a,PRE: R self-identified race - White mentioned
v161310b,PRE: R self-identified race -Black/African-American mentioned
v161310c,PRE: R self-identified race - American Indian/Alaska Native mentioned
v161310d,PRE: R self-identified race - Asian mentioned
v161310e,PRE: R self-identified race - Native Hawaiian/Other Pacific Islander mentioned
v161310f,PRE: R self-identified race - other mention
v161310g,PRE: R race other mention type
v161310x,PRE: SUMMARY - R self-identified race
v161311,PRE: RESTRICTED Text- R self-identified ethnic group(s) other than American
v161312a,PRE: RESTRICTED Codes - R self-identified ethnic group(s) other than American
v161313,PRE: FTF ONLY: IWR CHECKPOINT: number of ethnic mentions
v161314,PRE: RESTRICTED - R ethnic group identifies with most
v161314a,PRE: RESTRICTED Code - ethic group most identify with
v161315,PRE: Native status of parents
v161316,"PRE: Rs: born U.S., Puerto Rico, or some other country"
v161317,PRE: How many grandparents born outside the U.S.
v161318,PRE: RESTRICTED - Hispanic country/countries of origin
v161319,PRE: LATINO Rs: RESTRICTED- most family from which country
v161320,PRE: Latino Rs: Mexican heritage:
v161321,PRE: RESTRICTED- NON-US BORN Rs: When did R arrive in U.S.
v161321a,PRE: NON-US BORN Rs: Time period when R arrived in U.S.
v161322,PRE: RESTRICTED- NON-US BORN Rs: In what year did R become a U.S. citizen
v161322a,PRE: NON-US BORN Rs: Time period when R became U.S. citizen
v161323,PRE: LATINO Rs: language at home
v161324,PRE: How many children in HH age 0-17
v161325a,PRE: School enrollment of HH children- public school
v161325b,PRE: School enrollment of HH children- private religious school
v161325c,PRE: School enrollment of HH children- private non-religious school
v161325d,PRE: School enrollment of HH children- home schooling
v161325e,PRE: School enrollment of HH children- not enrolled in school
v161326,PRE: Internet use at home
v161327,PRE: Cell or Landline service
v161328,PRE: Does R personally have a cell phone
v161329,PRE: Is R's cell phone a smartphone
v161330,PRE: Where R grew up
v161331a,PRE: How long lived in this community YRS
v161331b,PRE: How long lived in this community MONTHS
v161331x,PRE: SUMMARY - Length in current community
v161332,PRE: RESTRICTED- (<24 tot mos in community) Zip Code of previous residence
v161333,PRE: RESTRICTED- City/state of previous residence
v161334,PRE: Home ownership
v161335,PRE: Has R ever changed name
v161335a,PRE: RESTRICTED- Year of most recent change
v161336,PRE: Has R ever used an alternate name
v161337,PRE: Years R lived at address
v161338,PRE: RESTRICTED- (<5 years at address) Where did R live five years ago
v161339,PRE: Does R have unexpired govt Drivers license
v161340,PRE: Does R have unexpired govt Passport
v161341,PRE: Does R have other govt ID
v161342,PRE FTF CASI / WEB: R self-identified gender
v161342a,PRE: RESTRICTED - Other gender follow-up
v161343,PRE FTF CASI/WEB: Roughing up protestors
v161344,PRE FTF CASI/WEB: Justified to use violence
v161345,PRE FTF CASI/WEB: Consider yourself a feminist
v161346,PRE FTF CASI/WEB: How well does feminist describe you
v161347,PRE FTF CASI/WEB: How important is being a feminist
v161348,PRE FTF CASI/WEB: How well does anti-feminist describe you
v161349,PRE FTF CASI/WEB: How important is being anti-feminist
v161350,PRE FTF CASI/WEB: Money invested in Stock Market
v161351,PRE FTF CASI/WEB: RESTRICTED- Total income amount
v161352,PRE FTF CASI/WEB: Income amt missing - ge or lt 40K
v161353,PRE FTF CASI/WEB: Income amt missing - ge or lt 20K
v161354,PRE FTF CASI/WEB: Income amt missing - categories lt 20K
v161355,PRE FTF CASI/WEB: Income amt missing - categories 20-40K
v161356,PRE FTF CASI/WEB: Income amt missing - ge or lt 70K
v161357,PRE FTF CASI/WEB: Income amt missing - categories 40-70K
v161358,PRE FTF CASI/WEB: Income amt missing - ge or lt 100K
v161359,PRE FTF CASI/WEB: Income amt missing - categories 70-100K
v161360,PRE FTF CASI/WEB: Income amt missing - categories 100+K
v161361x,PRE FTF CASI/WEB: Pre income summary
v161362,PRE FTF CASI/WEB: Need to be more sensitive talking or people too easily offended
v161363a,PRE FTF CASI/WEB: Mention: Television news programs (morning or evening)
v161363b,PRE FTF CASI/WEB: Mention: Newspapers
v161363c,"PRE FTF CASI/WEB: Mention: Television talk shows, public affairs, or news analysis programs"
v161363d,"PRE FTF CASI/WEB: Mention: Internet sites, chat rooms, or blogs"
v161363e,PRE FTF CASI/WEB: Mention: Radio news or talk shows
v161363f,PRE FTF CASI/WEB: Mention: Have not heard anything about the presidential campaign from any
v161364,PRE FTF CASI/WEB: Mention: TV PROG 20/20
v161365,PRE FTF CASI/WEB: Mention: TV PROG All In with Chris Hayes
v161366,PRE FTF CASI/WEB: Mention: TV PROG The Blacklist
