Number,Name
DEM_MILWHEN_3RD,PRE: When was R active military service- 3rd mention
DEM_MILWHEN_4TH,PRE: When was R active military service- 4th mention
DEM_MILNOW,PRE: RESTRICTED: Still in Armed Forces
DEM_EMPTYPE_1ST,PRE: FTF ONLY: Ordered R employment status- 1st mention
DEM_EMPTYPE_2ND,PRE: FTF ONLY: Ordered R employment status- 2nd mention
DEM_EMPTYPE_3RD,PRE: FTF ONLY: Ordered R employment status- 3rd mention
DEM_EMPTYPE_4TH,PRE: FTF ONLY: Ordered R employment status- 4th mention
DEM_EMPTYPE_WORK,PRE: R employment status: mention working now
DEM_EMPTYPE_LAYOFF,PRE: R employment status: mention temporarily laid off
DEM_EMPTYPE_UNEMP,PRE: R employment status: mention unemployed
DEM_EMPTYPE_RETIRE,PRE: R employment status: mention retired
DEM_EMPTYPE_DISABLED,PRE: R employment status: mention permanently disabled
DEM_EMPTYPE_HMAKER,PRE: R employment status: mention homemaker
DEM_EMPTYPE_STUDENT,PRE: R employment status: mention student
DEM_EMPTYPE_DKRF,PRE: R employment status: mention DK/RF
DEM_EMPSTATUS_2DIGITFINAL,PRE: SUMMARY- Final 2-digit empl status based on full employmt/occ section
DEM_EMPSTATUS_1DIGITFINAL,PRE: SUMMARY- Final 1-digit empl status based on full employmt/occ section
DEM_EMPSTATUS_INITIAL,PRE: Initial employment status for R occupation section
DEM_HSWORKG,PRE: Initial status Homemaker/student: working now
DEM_HSJOB6MO,PRE: Initial status Homemaker/student: job in last 6 mon
DEM_RETIREMO,PRE: RESTRICTED: Initial status retiree - when retired MONTH
DEM_RETIREDY,PRE: RESTRICTED: Initial status retiree - when retired DAY
DEM_RETIREYR,PRE: RESTRICTED: Initial status retiree - when retired YEAR
DEM_RETIREPERIOD,PRE: SUMMARY- Retiree date of retirement
DEM_EVERWK,PRE: Initial status unemployed/disabled: R ever work for pay
DEM_OCCPAST,PRE: Past occupation (R ret/dis/unemp/hmkr/stud)
DEM_INDPAST,PRE: Past industry (R ret/dis/unemp/hmkr/stud)
DEM_SEMPLPST,PRE: Past self-empl status (R ret/dis/unemp/hmkr/stud)
DEM_EMPGOVPST,PRE: Past occupation: govt work (R ret/dis/unemp/hmkr/stud)
DEM_RDJOB6MON,PRE: Initial status unempl/ret/disabled: job in last 6 mo
DEM_HRSRECENT,PRE: Recent occupation: how many hours worked avg week
DEM_RDWORKG,PRE: Initial status retired/disabled: working now
DEM_LOOKWK,PRE: Init status nonworkg ret/dis/unemp/hmkr/st: look for work
DEM_FINDJOB,PRE: Init status nonworkg ret/dis/unemp/hmkr/st: worry find job
DEM_OCCNOW,PRE: Working/TLO now - occupation- whether response given
DEM_INDNOW,PRE: Working/TLO - industry- whether response given
DEM_SEMPLNOW,PRE: Working/TLO now - work for self
DEM_EMPGOVNOW,PRE: Working/TLO now - work for govt
DEM_HRSNOW,PRE: Working/TLO now - how many hours R works
DEM_OKHRSNOW,PRE: Working/TLO now - hours works OK
DEM_LOSEJOB,PRE: Working/TLO now: worry about losing job in near fute
DEM_OFFWORK,PRE: Working now: out of work or laid off in last 6 mos
DEM_HRSREDUCE,PRE: Working now: had reduction in work hrs or pay cut
DEM_EMPTYPESP_1ST,PRE: FTF ONLY: Ordered spouse/partner employment status- 1st mention
DEM_EMPTYPESP_2ND,PRE: FTF ONLY: Ordered spouse/partner employment status- 2nd mention
DEM_EMPTYPESP_3RD,PRE: FTF ONLY: Ordered spouse/partner employment status- 3rd mention
DEM_EMPTYPESP_4TH,PRE: FTF ONLY: Ordered spouse/partner employment status- 4th mention
DEM_EMPTYPESP_WORK,PRE: Spouse/partner employment status: mention working now
DEM_EMPTYPESP_LAYOFF,PRE: Spouse/partner employment status: mention temporarily laid off
DEM_EMPTYPESP_UNEMP,PRE: Spouse/partner employment status: mention unemployed
DEM_EMPTYPESP_RETIRE,PRE: Spouse/partner employment status: mention retired
DEM_EMPTYPESP_DISABLED,PRE: Spouse/partner employment status: mention permanently disabled
DEM_EMPTYPESP_HMAKER,PRE: Spouse/partner employment status: mention homemaker
DEM_EMPTYPESP_STUDENT,PRE: Spouse/partner employment status: mention student
DEM_EMPTYPESP_DKRF,PRE: Spouse/partner employment status: mention DK/RF
DEM_CSESJOBSP,PRE: Spouse/partner job
DEM_UNIONHH,PRE: Anyone in HH belong to labor union
DEM_UNIONWHO_1ST,PRE: FTF ONLY: Ordered who belongs to labor union- 1st mention
DEM_UNIONWHO_2ND,PRE: FTF ONLY: Ordered who belongs to labor union- 2nd mention
DEM_UNIONWHO_R,PRE: Who belongs to labor union: mention Respondent
DEM_UNIONWHO_SPOUSE,PRE: Who belongs to labor union: mention spouse
DEM_UNIONWHO_PERSONOTH,PRE: Who belongs to labor union: mention another person
DEM_UNIONWHO_DKRF,PRE: Who belongs to labor union: mention DK/RF
DEM_CLASS,PRE: Think of self as belonging to class
DEM_WHICHCLASS,PRE: Social Class: working or middle
DEM_WHICHCLASS_OTHTXT,PRE: Other specify- Social Class: working or middle
DEM_CHCLASS,PRE: Social Class: had to choose working/middle
DEM_CHCLASS_OTHTXT,PRE: Other specify- Social Class: had to choose working/middle
DEM_AVGCLASS,PRE: Social class: average or upper working/middle class
DEM_AVGCLASS_OTHTXT,PRE: Other specify- Social class: avg or upper working/middle class
DEM_HISP,"PRE: R: Are you Spanish, Hispanic, or Latino"
DEM_HISPTYP_1ST,PRE: FTF ONLY: Ordered mentions Hispanic type - 1st mention
DEM_HISPTYP_2ND,PRE: FTF ONLY: Ordered mentions Hispanic type - 2nd mention
DEM_HISPTYP_MEX,PRE: R: Which Hispanic group are you- mention Mexican
DEM_HISPTYP_MEXAM,PRE: R: Which Hispanic group are you- mention Mexican-American
DEM_HISPTYP_CHICANO,PRE: R: Which Hispanic group are you- mention Chicano
DEM_HISPTYP_PUERTORICAN,PRE: R: Which Hispanic group are you- mention Puerto Rican
DEM_HISPTYP_CUBAN,PRE: R: Which Hispanic group are you- mention Cuban
DEM_HISPTYP_CUBANAM,PRE: R: Which Hispanic group are you- mention Cuban-American
DEM_HISPTYP_OTHHISP,PRE: R: Which Hispanic group are you- mention other Hispanic
DEM_HISPTYP_DKRF,PRE: R: Which Hispanic group are you- DK/RF
DEM_HISPOTH,PRE: RESTRICTED: R other Hispanic group
DEM_HISPMOST,PRE: R: Hispanic group R most identifies with
DEM_HISPMOST_OTH,PRE: RESTRICTED: Other specify- Hispanic group R most identifies with
DEM_RACECPS_1ST,PRE: RESTRICTED: FTF ONLY: Ordered race self-identification: 1st mention
DEM_RACECPS_2ND,PRE: RESTRICTED: FTF ONLY: Ordered race self-identification: 2nd mention
DEM_RACECPS_3RD,PRE: RESTRICTED: FTF ONLY: Ordered race self-identification: 3rd mention
DEM_RACECPS_WHITE,PRE: Race self-identification: mention White
DEM_RACECPS_BLACK,PRE: Race self-identification: mention Black
DEM_RACECPS_NATIVE,PRE: RESTRICTED: Race self-identification: mention Native American
DEM_RACECPS_ASIAN,PRE: RESTRICTED: Race self-identification: mention Asian
DEM_RACECPS_PACIF,PRE: RESTRICTED: Race self-identification: mention Pacific Islander
DEM_RACECPS_OTHRACE,PRE: Race self-identification: mention other race
DEM_RACECPS_RACEDKRF,PRE: Race self-identification: DK/RF
DEM_RACECPS_OTH,PRE: RESTRICTED: Other specify- Race self-identification
DEM_RACEETH,PRE: SUMMARY- R race and ethnicity group
DEM_ETHNIC,PRE: RESTRICTED: Ethnic or nationality group
DEM_NUMETH,PRE: FTF ONLY: IWR CHECKPOINT: number of ethnic mentions
DEM_MOSTETH,PRE: RESTRICTED: Ethnic group most close
DEM_PARENTS,PRE: Native status of parents
DEM_NATIVITY,"PRE: Rs: born U.S., Puerto Rico, or some other country"
DEM_NATIVITY_OTH,"PRE: RESTRICTED: Oth spec- R: born U.S., Puerto Rico, or other country"
DEM_HISPGPAR,PRE: LATINO Rs: how many grandparents born outside the U.S.
DEM_HISPCNTRY,PRE: RESTRICTED: LATINO Rs: country of Latino heritage
DEM_HISPCNTRY_OTH,PRE: RESTRICTED: Other specify- LATINO Rs: country of Latino heritage
DEM_ARR,PRE: RESTRICTED: NON-US BORN Rs: When did R arrive in U.S.
DEM_ARRPERIOD,PRE: NON-US BORN Rs: Time period when R arrived in U.S.
DEM_CIT,PRE: RESTRICTED: NON-US BORN Rs: In what year did R become a U.S. citizen
DEM_CITPERIOD,PRE: NON-US BORN Rs: Time period when R became citizen
DEM_HISPLANG,PRE: LATINO Rs: language at home
DEM2_CH10LESS,PRE: How many children in HH age 10 or younger
DEM2_CH11TO17,PRE: How many children in HH age 11-17
DEM2_NUMCHILD,PRE: Total Number of children in HH
DEM2_SCHENRL_1ST,PRE: FTF ONLY: Ordered school enrollment of child(ren)- 1st mention
DEM2_SCHENRL_2ND,PRE: FTF ONLY: Ordered school enrollment of child(ren)- 2nd mention
DEM2_SCHENRL_3RD,PRE: FTF ONLY: Ordered school enrollment of child(ren)- 3rd mention
DEM2_SCHENRL_PUBLIC,PRE: School enrollment of child(ren)- mention public
DEM2_SCHENRL_PRIVREL,PRE: School enrollment of child(ren)- mention private religious
DEM2_SCHENRL_PRIVNONREL,PRE: School enrollment of child(ren)- mention private nonreligious
DEM2_SCHENRL_HOME,PRE: School enrollment of child(ren)- mention home school
DEM2_SCHENRL_ENROLLNO,PRE: School enrollment of child(ren)- mention no enrollment
DEM2_SCHENRL_ENROLLDKRF,PRE: School enrollment of child(ren)- DK/RF
DEM2_INETHOME,PRE: Internet use at home
DEM2_INETTYP,PRE: Broadband or dial-up home Internet connection
DEM2_LANDLINE,PRE: Number of landline telephone numbers at home
DEM2_CELLNUM,PRE: Number of cell phone numbers in household
DEM2_CELLPERS,PRE: Does R personally have a cell phone
DEM2_SMARTPH,PRE: Is R's cell phone a smartphone
DEM3_GREWUP,PRE: Where R grew up (STATE OR COUNTRY)
DEM3_YEARSCOMM,PRE: How long lived in this community YRS
DEM3_MOSCOMM,PRE: RESTRICTED: How long lived in this community MONTHS
DEM3_PREVZIP,PRE: RESTRICTED: Zip Code of previous residence
DEM3_PREVCTY,PRE: RESTRICTED: City/state of previous residence
DEM3_OWNHOME,PRE: Does R family own/rent home
DEM3_OWNHOME_OTHTXT,PRE: Other specify- Does R family own/rent home
DEM3_NAMECH,PRE: Name ever changed
DEM3_NAMECHYR,PRE: RESTRICTED: Year of most recent change
DEM3_ALTNAME,PRE: Use of alternate names
DEM3_LENADDR,PRE: Years R lived at address
DEM3_ADD5YR_STATE,"PRE: RESTRICTED: If R has lived in current state <5yrs, R state 5 yrs ago"
DEM3_ADD5YR_SAMESTATE,"PRE: If R has lived in current state <5yrs, R state 5 yrs ago same"
DEM3_DRIVER,PRE: Does R have unexpired Driver's License
DEM3_PASSPORT,PRE: Does R have passport
DEM3_GOVTID,PRE: Does R have government issued ID
CASISTART_IWRSET4,PRE: FTF CASI ONLY: SETUP TEST- Does R have a dog
CASISTART_IWRSET6,PRE: FTF CASI ONLY: SETUP TEST- What R ate for breakfast
SELFGEND_GENDER,PRE: FTF CASI ONLY: are you (R) male or female (not IWR obs)
WEALTH_STOCKS,PRE: CASI/WEB Has R ever nvested in Stock Market
WEALTH_WHOINVEST,PRE: CASI/WEB R stock market investment through work
WEALTH_VACHOME,PRE: CASI/WEB Has R ever owned vacation home
WEALTH_OWNRENTAL,PRE: CASI/WEB Has R ever owned property that you rented
WEALTH_STOCKGRNTS,PRE: CASI/WEB Has R every been awarded stock grants or options
WEALTH_UNDLAND,PRE: CASI/WEB Has R ever owned underdeveloped land
WEALTH_INVESTBUS,PRE: CASI/WEB Has R ever invested in someone's business
INC_TOTINC,PRE: RESTRICTED: CASI WEB Total income amount
INC_TOTMISS40,PRE: CASI/WEB Total income amt missing - is it ge or lt 40K
INC_TOTMISS20,PRE: CASI/WEB Total income amt missing - is it ge or lt 20K
INC_TOTL20,PRE: CASI/WEB Total income amt missing - is it categories lt 20K
INC_TOTG20L40,PRE: CASI/WEB Total income amt missing - is it categories 20-40K
INC_TOTMISS70,PRE: CASI/WEB Total income amt missing - is it ge or lt 70K
INC_TOTG40L70,PRE: CASI/WEB Total income amt missing - is it categories 40-70K
INC_TOTMISS100,PRE: CASI/WEB Total income amt missing - is it ge or lt 100K
INC_TOTG70L100,PRE: CASI/WEB Total income amt missing - is it categories 70-100K
INC_TOTG100,PRE: CASI/WEB Total income amt missing - is it categories 100+K
INC_INCGROUP_PRE,PRE: CASI/WEB: SUMARY- Pre family income (see also: incgroup_prepost)
MEDSRC_CAMPSRCS_1ST,PRE: FTF CASI ONLY: Ordr'd med srces R followd abt the Pres: 1st mentn
MEDSRC_CAMPSRCS_2ND,PRE: FTF CASI ONLY: Ordr'd med srces R followd abt the Pres: 2nd mentn
MEDSRC_CAMPSRCS_3RD,PRE: FTF CASI ONLY: Ordr'd med srces R followd abt the Pres: 3rd mentn
MEDSRC_CAMPSRCS_4TH,PRE: FTF CASI ONLY: Ordr'd med srces R followd abt the Pres: 4th mentn
MEDSRC_CAMPSRCS_5TH,PRE: FTF CASI ONLY: Ordr'd med srces R followd abt the Pres: 5th mentn
MEDSRC_CAMPSRCS_TVNEWS,PRE: CASI/WEB Media srces R followed about the Pres: mention TV news
MEDSRC_CAMPSRCS_NEWSP,PRE: CASI/WEB Media srces R foll'd about the Pres: mention newspapers
MEDSRC_CAMPSRCS_TVTALK,PRE: CASI/WEB Media srces R foll'd abt the Pres: mention TV talk shows
MEDSRC_CAMPSRCS_INET,PRE: CASI/WEB Media sources R followed about the Pres: mention Intnet
MEDSRC_CAMPSRCS_RADIO,PRE: CASI/WEB Media sources R followed about the Pres: mention radio
MEDSRC_CAMPSRCS_NONE,PRE: CASI/WEB Media sources R followed about the Pres: none
MEDSRC_CAMPSRCS_DKRF,PRE: CASI/WEB Media sources R followed about the Pres: DK/RF
MEDSRC_TVPROG_01_SCREEN,PRE: CASI/WEB screen number of TV prog 20/20
MEDSRC_TVPROG_02_SCREEN,PRE: CASI/WEB screen number of TV prog 60 Minutes
MEDSRC_TVPROG_03_SCREEN,PRE: CASI/WEB screen number of TV prog ABC News Nightline
MEDSRC_TVPROG_04_SCREEN,PRE: CASI/WEB screen number of TV prog ABC World News Tonight
MEDSRC_TVPROG_05_SCREEN,PRE: CASI/WEB screen number of TV prog America Live
MEDSRC_TVPROG_06_SCREEN,PRE: CASI/WEB screen number of TV prog America This Morning
MEDSRC_TVPROG_07_SCREEN,PRE: CASI/WEB screen number of TV prog America's Newsroom
MEDSRC_TVPROG_08_SCREEN,PRE: CASI/WEB screen number of TV prog American Idol
MEDSRC_TVPROG_09_SCREEN,PRE: CASI/WEB screen number of TV prog Anderson Cooper
MEDSRC_TVPROG_10_SCREEN,PRE: CASI/WEB screen number of TV prog The Big Bang Theory
MEDSRC_TVPROG_11_SCREEN,PRE: CASI/WEB screen number of TV prog CBS Evening News
MEDSRC_TVPROG_12_SCREEN,PRE: CASI/WEB screen number of TV prog CBS This Morning
MEDSRC_TVPROG_13_SCREEN,PRE: CASI/WEB screen number of TV prog Chris Matthews Show
MEDSRC_TVPROG_14_SCREEN,PRE: CASI/WEB screen number of TV prog Colbert Report
MEDSRC_TVPROG_15_SCREEN,PRE: CASI/WEB screen number of TV prog Daily Show with Jon Stewart
MEDSRC_TVPROG_16_SCREEN,PRE: CASI/WEB screen number of TV prog Dancing with the Stars
MEDSRC_TVPROG_17_SCREEN,PRE: CASI/WEB screen number of TV prog Dateline NBC
MEDSRC_TVPROG_18_SCREEN,PRE: CASI/WEB screen number of TV prog Doctors
MEDSRC_TVPROG_19_SCREEN,PRE: CASI/WEB screen number of TV prog The Ellen DeGeneres Show
MEDSRC_TVPROG_20_SCREEN,PRE: CASI/WEB screen number of TV prog Face the Nation
MEDSRC_TVPROG_21_SCREEN,PRE: CASI/WEB screen number of TV prog The Five
MEDSRC_TVPROG_22_SCREEN,PRE: CASI/WEB screen number of TV prog Fox Report
MEDSRC_TVPROG_23_SCREEN,PRE: CASI/WEB screen number of TV prog Frontline
MEDSRC_TVPROG_24_SCREEN,PRE: CASI/WEB screen number of TV prog Good Morning America
MEDSRC_TVPROG_25_SCREEN,PRE: CASI/WEB screen number of TV prog Hannity
MEDSRC_TVPROG_26_SCREEN,PRE: CASI/WEB screen number of TV prog Huckabee
MEDSRC_TVPROG_27_SCREEN,PRE: CASI/WEB screen number of TV prog Insider
MEDSRC_TVPROG_28_SCREEN,PRE: CASI/WEB screen number of TV prog Jimmy Kimmel Live
MEDSRC_TVPROG_29_SCREEN,PRE: CASI/WEB screen number of TV prog Key & Peele
MEDSRC_TVPROG_30_SCREEN,PRE: CASI/WEB screen number of TV prog Late Late Show w/Craig Ferguson
MEDSRC_TVPROG_31_SCREEN,PRE: CASI/WEB screen number of TV prog Late Show with David Letterman
MEDSRC_TVPROG_32_SCREEN,PRE: CASI/WEB screen number of TV prog Meet the Press
MEDSRC_TVPROG_33_SCREEN,PRE: CASI/WEB screen number of TV prog The Mentalist
MEDSRC_TVPROG_34_SCREEN,PRE: CASI/WEB screen number of TV prog NBC Nightly News
MEDSRC_TVPROG_35_SCREEN,PRE: CASI/WEB screen number of TV prog NCIS
MEDSRC_TVPROG_36_SCREEN,PRE: CASI/WEB screen number of TV prog O'Reilly Factor
MEDSRC_TVPROG_37_SCREEN,PRE: CASI/WEB screen num of TV prog On the Record w/Greta Van Susteren
MEDSRC_TVPROG_38_SCREEN,PRE: CASI/WEB screen number of TV prog Person of Interest
MEDSRC_TVPROG_39_SCREEN,PRE: CASI/WEB screen number of TV prog Rock Center with Brian Williams
MEDSRC_TVPROG_40_SCREEN,PRE: CASI/WEB screen number of TV prog Saturday Night Live
MEDSRC_TVPROG_41_SCREEN,PRE: CASI/WEB screen number of TV prog Special Report with Bret Baier
MEDSRC_TVPROG_42_SCREEN,PRE: CASI/WEB screen number of TV prog Tavis Smiley
MEDSRC_TVPROG_43_SCREEN,PRE: CASI/WEB screen number of TV prog Sunday Morning
MEDSRC_TVPROG_44_SCREEN,PRE: CASI/WEB screen number of TV prog The View
MEDSRC_TVPROG_45_SCREEN,PRE: CASI/WEB screen number of TV prog This Week
MEDSRC_TVPROG_46_SCREEN,PRE: CASI/WEB screen number of TV prog Today Show
MEDSRC_TVPROG_47_SCREEN,PRE: CASI/WEB screen number of TV prog The Voice
MEDSRC_TVPROG_48_SCREEN,PRE: CASI/WEB screen number of TV prog The Talk
MEDSRC_TVPROG_49_SCREEN,PRE: CASI/WEB screen number of TV prog Al Punto
MEDSRC_TVPROG_50_SCREEN,PRE: CASI/WEB screen number of TV prog Al Rojo Vivo
MEDSRC_TVPROG_51_SCREEN,PRE: CASI/WEB screen number of TV prog Aqui y Ahora
MEDSRC_TVPROG_52_SCREEN,PRE: CASI/WEB screen number of TV prog CNN en Espanol
MEDSRC_TVPROG_53_SCREEN,PRE: CASI/WEB screen number of TV prog Despierta America
MEDSRC_TVPROG_54_SCREEN,PRE: CASI/WEB screen number of TV prog ElGordo y La Flaca
MEDSRC_TVPROG_55_SCREEN,PRE: CASI/WEB screen number of TV prog Enfoque
MEDSRC_TVPROG_56_SCREEN,PRE: CASI/WEB screen number of TV prog Hoy
MEDSRC_TVPROG_57_SCREEN,PRE: CASI/WEB screen number of TV prog Lo Mejor de Caso Cerrado
MEDSRC_TVPROG_58_SCREEN,PRE: CASI/WEB screen number of TV prog Noticiero Enrique Gratas
MEDSRC_TVPROG_59_SCREEN,PRE: CASI/WEB screen number of TV prog Noticiero Telemundo
MEDSRC_TVPROG_60_SCREEN,PRE: CASI/WEB screen number of TV prog Noticiero Univision
MEDSRC_TVPROG_61_SCREEN,PRE: CASI/WEB screen number of TV prog Pa'lante con Cristiana
MEDSRC_TVPROG_62_SCREEN,PRE: CASI/WEB screen number of TV prog Pequenos Gigantes
MEDSRC_TVPROG_63_SCREEN,PRE: CASI/WEB screen number of TV prog Primer Impacto
MEDSRC_TVPROG_64_SCREEN,PRE: CASI/WEB screen number of TV prog Sabado Gigante
MEDSRC_TVPROG_01,PRE: CASI/WEB Which tv programs R watches regularly: mention 20/20
MEDSRC_TVPROG_02,PRE: CASI/WEB Which tv progs R watches regularly: mention 60 Minutes
MEDSRC_TVPROG_03,PRE: CASI/WEB Wch tv prgs R watches reg'ly: mention ABC News Nightline
MEDSRC_TVPROG_04,PRE: CASI/WEB Wch tv prgs R watch reg'ly: mentn ABC World News Tonight
MEDSRC_TVPROG_05,PRE: CASI/WEB Which tv progs R watches regularly: mention America Live
MEDSRC_TVPROG_06,PRE: CASI/WEB Wch tv prgs R watches reg'ly: mentn America This Morning
MEDSRC_TVPROG_07,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn America's Newsroom
MEDSRC_TVPROG_08,PRE: CASI/WEB Wch tv progs R watches regularly: mention American Idol
MEDSRC_TVPROG_09,PRE: CASI/WEB Wch tv progs R watches regularly: mentn Anderson Cooper
MEDSRC_TVPROG_10,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn The Big Bang Theory
MEDSRC_TVPROG_11,PRE: CASI/WEB Wch tv progs R watches regularly: mentn CBS Evening News
MEDSRC_TVPROG_12,PRE: CASI/WEB Wch tv progs R watches regularly: mentn CBS This Morning
MEDSRC_TVPROG_13,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn Chris Matthews Show
MEDSRC_TVPROG_14,PRE: CASI/WEB Wch tv progs R watches regularly: mention Colbert Report
MEDSRC_TVPROG_15,PRE: CASI/WEB Tv prgs R wtch reg'ly: mentn Daily Show with Jon Stewart
MEDSRC_TVPROG_16,PRE: CASI/WEB Wch tv progs R watch regly: mentn Dancing with the Stars
MEDSRC_TVPROG_17,PRE: CASI/WEB Which tv progs R watches regularly: mention Dateline NBC
MEDSRC_TVPROG_18,PRE: CASI/WEB Which tv programs R watches regularly: mention Doctors
MEDSRC_TVPROG_19,PRE: CASI/WEB Tv prgs R watches reg'ly: mentn The Ellen DeGeneres Show
MEDSRC_TVPROG_20,PRE: CASI/WEB Which tv progs R watches reg'ly: mention Face the Nation
MEDSRC_TVPROG_21,PRE: CASI/WEB Which tv programs R watches regularly: mention The Five
MEDSRC_TVPROG_22,PRE: CASI/WEB Which tv progs R watches regularly: mention Fox Report
MEDSRC_TVPROG_23,PRE: CASI/WEB Which tv programs R watches regularly: mention Frontline
MEDSRC_TVPROG_24,PRE: CASI/WEB Wch tv progs R watches regly: mentn Good Morning America
MEDSRC_TVPROG_25,PRE: CASI/WEB Which tv programs R watches regularly: mention Hannity
MEDSRC_TVPROG_26,PRE: CASI/WEB Which tv programs R watches regularly: mention Huckabee
MEDSRC_TVPROG_27,PRE: CASI/WEB Which tv programs R watches regularly: mention Insider
MEDSRC_TVPROG_28,PRE: CASI/WEB Wch tv progs R watches reg'ly: mention Jimmy Kimmel Live
MEDSRC_TVPROG_29,PRE: CASI/WEB Which tv programs R watches reg'ly: mention Key & Peele
MEDSRC_TVPROG_30,PRE: CASI/WEB Tv prgs R watch: The Late Late Show with Craig Ferguson
MEDSRC_TVPROG_31,PRE: CASI/WEB Tv prgs R watch: mention Late Show with David Letterman
MEDSRC_TVPROG_32,PRE: CASI/WEB Wch tv programs R watches reg'ly: mention Meet the Press
MEDSRC_TVPROG_33,PRE: CASI/WEB Wch tv programs R watches reg'ly: mention The Mentalist
MEDSRC_TVPROG_34,PRE: CASI/WEB Wch tv programs R watches reg'ly: mentn NBC Nightly News
MEDSRC_TVPROG_35,PRE: CASI/WEB Which tv programs R watches regularly: mention NCIS
MEDSRC_TVPROG_36,PRE: CASI/WEB Which tv progs R watches reg'ly: mention O'Reilly Factor
MEDSRC_TVPROG_37,PRE: CASI/WEB Tv prgs R watches: On the Record with Greta Van Susteren
MEDSRC_TVPROG_38,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn Person of Interest
MEDSRC_TVPROG_39,PRE: CASI/WEB Tv prgs R watch reg'ly: Rock Center with Brian Williams
MEDSRC_TVPROG_40,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn Saturday Night Live
MEDSRC_TVPROG_41,PRE: CASI/WEB Tv prgs R watches reg'ly: Special Report with Bret Baier
MEDSRC_TVPROG_42,PRE: CASI/WEB Which tv programs R watches reg'ly: mention Tavis Smiley
MEDSRC_TVPROG_43,PRE: CASI/WEB Which tv progs R watches reg'ly: mention Sunday Morning
MEDSRC_TVPROG_44,PRE: CASI/WEB Which tv programs R watches regularly: mention The View
MEDSRC_TVPROG_45,PRE: CASI/WEB Which tv programs R watches regularly: mention This Week
MEDSRC_TVPROG_46,PRE: CASI/WEB Which tv progs R watches regularly: mention Today Show
MEDSRC_TVPROG_47,PRE: CASI/WEB Which tv programs R watches reg'ly: mention The Voice
MEDSRC_TVPROG_48,PRE: CASI/WEB Which tv programs R watches regularly: mention The Talk
MEDSRC_TVPROG_49,PRE: CASI/WEB Which tv programs R watches regularly: mention Al Punto
MEDSRC_TVPROG_50,PRE: CASI/WEB Which tv progs R watches regularly: mention Al Rojo Vivo
MEDSRC_TVPROG_51,PRE: CASI/WEB Which tv progs R watches regularly: mention Aqui y Ahora
MEDSRC_TVPROG_52,PRE: CASI/WEB Which tv progs R watches reg'ly: mention CNN en Espanol
MEDSRC_TVPROG_53,PRE: CASI/WEB Wch tv progs R watches reg'ly: mention Despierta America
MEDSRC_TVPROG_54,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn ElGordo y La Flaca
MEDSRC_TVPROG_55,PRE: CASI/WEB Which tv programs R watches regularly: mention Enfoque
MEDSRC_TVPROG_56,PRE: CASI/WEB Which tv programs R watches regularly: mention Hoy
MEDSRC_TVPROG_57,PRE: CASI/WEB Wch tv prgs R watches reg'ly: Lo Mejor de Caso Cerrado
MEDSRC_TVPROG_58,PRE: CASI/WEB Wch tv progs R watches reg'ly: Noticiero Enrique Gratas
MEDSRC_TVPROG_59,PRE: CASI/WEB Which tv programs R watches reg'ly: Noticiero Telemundo
MEDSRC_TVPROG_60,PRE: CASI/WEB Wch tv progs R watches reg'ly: mentn Noticiero Univision
MEDSRC_TVPROG_61,PRE: CASI/WEB Which tv progs R watches reg'ly: Pa'lante con Cristiana
MEDSRC_TVPROG_62,PRE: CASI/WEB Which tv progs R watches reg'ly: mentn Pequenos Gigantes
MEDSRC_TVPROG_63,PRE: CASI/WEB Which tv progs R watches reg'ly: mention Primer Impacto
MEDSRC_TVPROG_64,PRE: CASI/WEB Which tv progs R watches reg'ly: mention Sabado Gigante
MEDSRC_TVPROG_NONE,PRE: CASI/WEB Which tv programs R watches regularly: none on screen
MEDSRC_TVPROG_DK,PRE: CASI/WEB Which television programs R watches regularly: screen DK
MEDSRC_TVPROG_RF,PRE: CASI/WEB Which television programs R watches regularly: screen RF
MEDSRC_RADIO_01,PRE: CASI/WEB Radio prgs R lstns reg'ly: All Things Considered (NPR)
MEDSRC_RADIO_02,PRE: CASI/WEB Radio progs R lstns reg'ly: mention The Dave Ramsey Show
MEDSRC_RADIO_03,PRE: CASI/WEB Radio progs R lstns reg'ly: mention The Ed Shultz Show
MEDSRC_RADIO_04,PRE: CASI/WEB Radio progs R listens regularly: mention Fresh Air (NPR)
MEDSRC_RADIO_05,PRE: CASI/WEB Radio progs R lstns to reg'ly: mentn Glenn Beck Program
MEDSRC_RADIO_06,PRE: CASI/WEB Radio prgs R lstns reg'ly: mentn The Laura Ingraham Show
MEDSRC_RADIO_07,PRE: CASI/WEB Radio progs R listens reg'ly: mentn The Mark Levin Show
MEDSRC_RADIO_08,PRE: CASI/WEB Radio progs R lstns reg'ly: mentn Morning Edition (NPR)
MEDSRC_RADIO_09,PRE: CASI/WEB Radio progs R listens reg'ly: mentn The Neal Boortz Show
MEDSRC_RADIO_10,PRE: CASI/WEB Radio prgs R lstns reg'ly: mentn The Power (Joe Madison)
