Number,Name
prevote_prefprwho_othtxt,PRE: Other specify- Preference for Pres cand (no intent to register)
prevote_prefprstr,PRE: Preference strong for Pres cand (no intent to reg)
prevote_votehs,PRE: Did R vote for U.S. House of Representatives
prevote_hsvtbc,PRE: For whom did R vote for U.S. House (Ballot Card)
prevote_hsvtnobc,PRE: For whom did R vote for U.S. House (no Ballot Card)
prevote_inths,PRE: Does R intend to vote for U.S. House
prevote_inthsbc,PRE: For whom does R intend to vote for U.S. House (Ballot Card)
prevote_inthsnobc,PRE: For whom does R intend to vote for U.S. House (no Ballot Card)
prevote_hspref,PRE: Does R prefer U.S. House candidate
prevote_hsprefbc,PRE: Whom does R prefer for U.S. House (Ballot Card)
prevote_hsprefnobc,PRE: Whom does R prefer for U.S. House (no Ballot Card)
prevote_senhhstate,PRE: FTF ONLY: Senate election in state of residence
prevote_senregstate,PRE: FTF ONLY: Sen election in state of regist (R not regist at resid)
prevote_votesen,PRE: Did R vote for U.S. Senate
prevote_vtsenbc,PRE: R's vote for U.S. Senate (Ballot Card)
prevote_vtsennobc,PRE: R's vote for U.S. Senate (no Ballot Card)
prevote_intsen,PRE: Does R intend to vote for U.S. Senate
prevote_intsenbc,PRE: For whom does R intend to vote for U.S. Senate (Ballot Card
prevote_intsennobc,PRE: For whom does R intend to vote for US. Senate (no ballot cd)
prevote_senpref,PRE: Does R prefer U.S. Senate candidate
prevote_senprefbc,PRE: Whom does R prefer for U.S. Senate (Ballot Card)
prevote_senprefnobc,PRE: Whom does R prefer for U.S. Senate (no Ballot Card)
prevote_govhhstate,PRE: FTF ONLY: Gubernatorial election in state of residence
prevote_govregstate,PRE: FTF ONLY: Gov election in state of regist (R not regist at resid)
prevote_votegov,PRE: Did R vote for governor
prevote_vtgovbc,PRE: R's vote for governor(Ballot Card)
prevote_vtgovnobc,PRE: R's vote for governor (no Ballot Card)
prevote_intgov,PRE: Does R intend to vote for governor
prevote_intgovbc,PRE: For whom does R intend to vote for governor (Ballot Card)
prevote_intgovnobc,PRE: For whom does R intend to vote for governor (no ballot cd)
prevote_govpref,PRE: Does R prefer gubernatorial candidate
prevote_govprefbc,PRE: Whom does R prefer for governor (Ballot Card)
prevote_govprefnobc,PRE: Whom does R prefer for governor (no Ballot Card)
candlik_likedpc,PRE: Is there anything R likes about Democratic Pres cand
candlik_likewhatdpc_txt,PRE: What is it that R likes about Democratic Pres cand
candlik_disldpc,PRE: Is there anything R dislikes about Democratic Pres cand
candlik_dislwhatdpc_txt,PRE: What is it that R dislikes about Democratic Pres cand
candlik_likerpc,PRE: Is there anything R likes about Republican Pres cand
candlik_likewhatrpc_txt,PRE: What is it that R likes about Republican Pres cand
candlik_dislrpc,PRE: Is there anything R dislikes about Republican Pres cand
candlik_dislwhatrpc_txt,PRE: What is it that R dislikes about Republican Pres cand
congapp_job,PRE: Approval of Congress handling its job
congapp_jobst,PRE: Strength appr/disapprove Congress handling its job
congapp_job_x,PRE: SUMMARY- Approval of Congress
presapp_track,PRE: Are things in the country on right track
presapp_job,PRE: Approve or disapprove President handling job as Pres
presapp_jobstr,PRE: How much approve or disapp Pres handling job
presapp_job_x,PRE: SUMMARY- Approval of President handling of job
presapp_econ,PRE: Approve or disapprove President handling economy
presapp_econstr,PRE: How much approve or disapprove Pres handling economy
presapp_econ_x,PRE: SUMMARY- Approval of President handling economy
presapp_foreign,PRE: Approve or disapprove President handling foreign rel
presapp_foreignstr,PRE: How much approve/disapprove Pres handling foreign rrel
presapp_foreign_x,PRE: SUMMARY- Approval of President handling foreign relations
presapp_health,PRE: Approve or disapprove President handling health care
presapp_healthstr,PRE: How much approve/disapprove Pres handling health care
presapp_health_x,PRE: SUMMARY- Approval of President handling health care
presapp_war,PRE: Approve or disapprove President handling war in Afghanst
presapp_warstr,PRE: How much approve/disapprove Pres handling war in Afghanst
presapp_war_x,PRE: SUMMARY- Approval of President handling war in Afghanistan
ft_dpc,PRE: Feeling Thermometer: Democratic Presidential cand
ft_rpc,PRE: Feeling Thermometer: Republican Presidential cand
ft_dvpc,PRE: Feeling Thermometer: Democratic Vice-Pres cand
ft_rvpc,PRE: Feeling Thermometer: Republican Vice-Pres cand
ft_hclinton,PRE: Feeling Thermometer: Hillary Clinton
ft_gwb,PRE: Feeling Thermometer: GW Bush
ft_dem,PRE: Feeling Thermometer: Democratic Party
ft_rep,PRE: Feeling Thermometer: Republican Party
ptylik_likdp,PRE: Is there anything R likes about Democratic Party
ptylik_lwhatdp_txt,PRE: What does R like about Democratic party
ptylik_disldp,PRE: Is there anything R dislikes about Democratic Party
ptylik_dwhatdp_txt,PRE: What does R dislike about the Democratic party
ptylik_likrp,PRE: Is there anything R likes about Republican Party
ptylik_lwhatrp_txt,PRE: What does R like about Republican party
ptylik_dislrp,PRE: Is there anything R dislikes about Republican Party
ptylik_dwhatrp_txt,PRE: What does R dislike about the Republican party
finance_finfam,PRE: R living with how many family members
finance_finpast,PRE: R better/worse off than 1 year ago
finance_finpastamt,PRE: R how much better/worse off than 1 year ago
finance_finpast_x,PRE: SUMMARY- Better or worse off than 1 year ago
finance_finnext,PRE: Will R be financially better/worse off one year from now
finance_finnextamt,PRE: R how much better/worse off 1 year from now
finance_finnext_x,PRE: SUMMARY- Better or worse off 1 year from now
health_insured,PRE: Does R have health insurance
health_2010hcr,PRE: Favor or oppose 2010 health care law
health_2010hcrfav,PRE: Strength support 2010 health care law
health_2010hcropp,PRE: Strength oppose 2010 health care law
health_2010hcr_x,PRE: SUMMARY- Support 2010 health care law
health_self,PRE: Health of R
health_smoke,PRE: Smoked Cigarettes
health_smokeamt,"PRE: If smoked, how many now"
candaff_angdpc,PRE: Affect for Democratic Pres cand: angry
candaff_angdpcoft,PRE: How often affect angry about Democratic Pres cand
candaff_hpdpc,PRE: Affect for Democratic Pres cand: hopeful
candaff_hpdpcoft,PRE: How often affect hopeful about Democratic Pres cand
candaff_afrdpc,PRE: Affect for Democratic Pres cand: afraid
candaff_afrdpcoft,PRE: How often affect afraid about Democratic Pres cand
candaff_prddpc,PRE: Affect for Democratic Pres cand: proud
candaff_prddpcoft,PRE: How often affect proud about Democratic Pres cand
candaff_angrpc,PRE: Affect for Republican Pres cand: angry
candaff_angrpcoft,PRE: How often affect angry about Republican Pres cand
candaff_hprpc,PRE: Affect for Republican Pres cand: hopeful
candaff_hprpcoft,PRE: How often affect hopeful about Republican Pres cand
candaff_afrrpc,PRE: Affect for Republican Pres cand: afraid
candaff_afrrpcoft,PRE: How often affect afraid about Republican Pres cand
candaff_prdrpc,PRE: Affect for Republican Pres cand: proud
candaff_prdrpcoft,PRE: How often affect proud about Republican Pres cand
libcpre_self,PRE: 7pt scale Liberal/conservative self-placement
libcpre_choose,PRE: If R had to choose liberal or conservative self-placemt
libcpre_dpc,PRE: 7pt scale liberal/conservative - Dem Pres cand
libcpre_rpc,PRE: 7pt scale liberal/conservative - Rep Pres cand
libcpre_ptyd,PRE: 7pt scale liberal/conservative Dem party
libcpre_ptyr,PRE: 7pt scale liberal/conservative Rep party
divgov_splitgov,PRE: Party Control or split government
likelypct_howlikvt1,PRE: [1/2 SAMPLE 2A] How likely is it that R will vote in Nov
likelypct_whatpct1,PRE: [1/2 SAMPLE 2B] What is percent chance R will vote in Nov
campfin_limcorp,PRE: Should gov be able to limit corporate contributions
campfin_banads,PRE: Ban corporate/union ads for candidates
ineq_incgap,PRE: Income gap today more or less than 20 years ago
ineq_gapmore,PRE: How much larger is income gap today
ineq_gapless,PRE: How much smaller is income gap today
ineq_incgap_x,PRE: SUMMARY- Income gap size compared to 20 years ago
effic_complicstd,PRE: [STD] Politics/govt too complicated to understand
effic_undstd,PRE: [STD] Good understanding of political issues
effic_carestd,PRE: [STD] Publ officials don't care what people think
effic_saystd,PRE: [STD] Have no say about what govt does
effic_complicrev,PRE: [REV] Politics/govt too complicated to understand
effic_undrev,PRE: [REV] Good understanding of political issues
effic_carerev,PRE: [REV] Publ officials don't care what people think
effic_sayrev,PRE: [REV] Have no say about what govt does
econ_ecnow,PRE: Current economy good or bad
econ_ecpast,PRE: National economy better/worse in last year
econ_ecpastamt,PRE: How much national economy better/worse in last year
econ_ecpast_x,PRE: SUMMARY- U.S. economy better or worse than 1 year ago
econ_ecnext,PRE: Economy better or worse in next 12 months
econ_ecnextamt,PRE: How much econ better/worse next 12 months
econ_ecnext_x,PRE: SUMMARY- U.S. economy better or worse 1 year from now
econ_unpast,PRE: Unemployment better or worse in last year
econ_unlast,PRE: How much unemployment better or worse in last year
econ_unpast_x,PRE: SUMMARY- Unemployment better or worse than 1 year ago
econ_unnext,PRE: More or less unemployment in next year
ecblame_pres,PRE: How much is President to blame for poor econ conditions
ecblame_fmpr,PRE: How much former President to blame for poor econ conds
ecblame_dem,PRE: How much Dems in Congress to blame for poor econ conds
ecblame_rep,PRE: How much Reps in Congress to blame for poor econ conds
ecblame_bank,PRE: How much Wall St. bankers to blame for poor econ conds
ecblame_cons,PRE: How much consumers to blame for poor economic conds
ecblame_lend,PRE: How much lenders to blame for poor economic conditions
ptyperf_ptyecon,PRE: Which party better: handling nation's economy
preswin_care,PRE: Care who wins Presidential Election
preswin_win,PRE: Who does R think will be elected President
preswin_win_othtxt,PRE: Other specify- Who does R think will be elected President
preswin_close,PRE: Will Pres race be a close or will (winner) win by a lot
preswin_state,PRE: Which Pres cand will carry state
preswin_state_othtxt,PRE: Other specify- Which Pres cand will carry state
preswin_closest,PRE: Will Pres race be close in state
preswin_dutychoice,PRE: [VERSION 1A] Does R consider voting a duty or choice
preswin_choiceduty,PRE: [VERSION 1B] Does R consider voting a choice or duty
preswin_dutyst,PRE: How strongly does R feel that voting is a duty
preswin_choicest,PRE: How strongly does R feel that voting is a choice
preswin_dutychoice_x,PRE: SUMMARY- Does R consider voting as duty/choice
usworld_stronger,"PRE: During last year, U.S. position in world weaker/str"
usworld_stay,PRE: Country would be better off if we just stayed home
pid_self,"PRE: Party ID: Does R think of self as Dem, Rep, Ind or what"
pid_self_oth,PRE: RESTRICTED: Other specify- Party ID
pid_strong,PRE: Party Identification strong - Democrat/Republican
pid_lean,PRE: No Party Identification - closer to Dems or Reps
pid_x,PRE: SUMMARY- Party ID
tea_supp,PRE: Tea Party support
tea_suppstr,PRE: Strength support or oppose tea party
tea_suppln,PRE: Neither - closer to support or oppose
tea_supp_x,PRE: SUMMARY- Tea Party support
ctrait_dpcmoral,PRE: Pres Dem cand trait moral
ctrait_dpclead,PRE: Pres Dem cand trait strong leadership
ctrait_dpccare,PRE: Pres Dem cand trait really cares
ctrait_dpcknow,PRE: Pres Dem cand trait knowledgeable
ctrait_dpcint,PRE: Pres Dem cand trait intelligent
ctrait_dpchonst,PRE: Pres Dem cand trait honest
ctrait_rpcmoral,PRE: Pres Rep cand trait moral
ctrait_rpclead,PRE: Pres Rep cand trait strong leadership
ctrait_rpccare,PRE: Pres Rep cand trait really cares
ctrait_rpcknow,PRE: Pres Rep cand trait knowledgeable
ctrait_rpcint,PRE: Pres Rep cand trait intelligent
ctrait_rpchonst,PRE: Pres Rep cand trait honest
war_worthit,PRE: Was war worth the cost
war_terror,PRE: War increased or decreased threat of terrorism
spsrvpr_ssself,PRE: 7pt scale spending and Services self-placement
spsrvpr_ssdpc,PRE: 7pt scale spending and Services Dem Presidential cand
spsrvpr_ssrpc,PRE: 7pt scale spending and Services Rep Presidential cand
spsrvpr_ssdem,PRE: 7pt scale spending and Services Dem Party
spsrvpr_ssrep,PRE: 7pt scale spending and Services Rep Party
defsppr_self,PRE: 7pt scale defense spending self-placement
defsppr_dpc,PRE: 7pt scale defense spending Dem Pres cand
defsppr_rpc,PRE: 7pt scale defense spending Rep Pres cand
defsppr_dem,PRE: 7pt scale defense spending Dem Party
defsppr_rep,PRE: 7pt scale defense spending Rep Party
inspre_self,PRE: 7pt scale govt-private medical insur scale: self-plmt
inspre_dpc,PRE: 7pt scale govt-private medical insur scale: Dem Pres cand
inspre_rpc,PRE: 7pt scale govt-private medical insur scale: Rep Pres cand
inspre_dem,PRE: 7pt scale govt-private medical insur scale: Dem Party
inspre_rep,PRE: 7pt scale govt-private medical insur scale: Rep Party
gun_control,PRE: Should fed govt make it more difficult to buy a gun
gun_importance,PRE: Importance of gun access issue to R
guarpr_self,PRE: 7pt scale guaranteed job-income scale: self-placement
guarpr_dpc,PRE: 7pt scale guaranteed job-income scale: Dem Pres cand
guarpr_rpc,PRE: 7pt scale guaranteed job-income scale: Rep Pres cand
guarpr_dem,PRE: 7pt scale guaranteed job-income scale: Dem Party
guarpr_rep,PRE: 7pt scale guaranteed job-income scale: Rep Party
immig_policy,PRE: U.S. government policy toward unauthorized immigrants
immig_citizen,PRE: Opinion on proposal to allow citzship to some illeg aliens
immig_checks,PRE: Opinion on laws to allow immigr status checks on suspects
aidblack_self,PRE: 7pt scale govt assistance to blacks scale: self-placemt
aidblack_dpc,PRE: 7pt scale govt assistance to blacks scale: Dem Pres cand
aidblack_rpc,PRE: 7pt scale govt assistance to blacks scale: Rep Pres cand
envjob_self,PRE: 7pt scale environment-jobs tradeoff self-placement
envjob_dpc,PRE: 7pt scale environment-jobs tradeoff Dem Pres cand
envjob_rpc,PRE: 7pt scale environment-jobs tradeoff Rep Pres cand
aa_uni,PRE: Does R favor or oppose affirmative action in universities
aa_unifav,PRE: How much does R favor affirmative action in universities
aa_uniopp,PRE: How much does R oppose affirmative action in universities
aa_uni_x,PRE: SUMMARY- Favor/oppose affirmative action in universities
aa_work,PRE: Does R favor or oppose affirmative action at work
aa_workfav,PRE: How much does R favor affirmative action at work
aa_workopp,PRE: How much does R oppose affirmative action at work
aa_work_x,PRE: SUMMARY- Favor/oppose affirmative action at work
fedspend_ss,PRE: Federal Budget Spending: Social Security
fedspend_schools,PRE: Federal Budget Spending: public schools
fedspend_scitech,PRE: Federal Budget Spending: science and technology
fedspend_crime,PRE: Federal Budget Spending: dealing with crime
fedspend_welfare,PRE: Federal Budget Spending: welfare programs
fedspend_child,PRE: Federal Budget Spending: child care
fedspend_poor,PRE: Federal Budget Spending: aid to the poor
fedspend_enviro,PRE: Federal Budget Spending: protecting the environment
candrel_dpc,PRE: What is the religion of the Democratic Presidential cand
candrel_dpc_othtxt,PRE: Other specify- What is the religion of the Dem Presidential cand
candrel_rpc,PRE: What is the religion of the Republican Presidential cand
candrel_rpc_othtxt,PRE: Other specify- What is the religion of the DemoPresidential cand
trustgov_trustgrev,PRE: [REV] How often trust govt in Wash to do what is right
trustgov_trustgstd,PRE: [STD] How often trust govt in Wash to do what is right
trustgov_bigintrst,PRE: Govt run by a few big interests or for benefit of all
trustgov_waste,PRE: Does government waste much tax money
trustgov_corrpt,PRE: How many in government are corrupt
trust_social,PRE: How often can people be trusted
respons_elections,PRE: Elections make govt pay attention
econcand_dwin,PRE: Economy better or worse if Dem Pres cand wins
econcand_rwin,PRE: Economy better or worse if Rep Pres cand wins
envir_drill,PRE: Favor or oppose increased U.S. offshore drilling
envir_nuke,PRE: Should US have more or fewer nuclear power plants
envir_gwarm,PRE: Is global warming happening or not
envir_gwgood,PRE: Rising temperatures good or bad
envir_gwhow,PRE: Anthropogenic climate change
gayrt_discrev,PRE: [REV] Should laws protect gays/lesbians against job discrim
gayrt_discstrev,PRE: [REV] How mch fav/opp laws protect gays/lesbians job discr
gayrt_discrev_x,PRE: SUMMARY REV version- favor laws against gays/lesbians job discrim
gayrt_discstd,PRE: [STD] Should laws protect homosexuals against job discrim
gayrt_discststd,PRE: [STD] How mch fav/opp laws protect homosexuals job discrim
gayrt_discstd_x,PRE: SUMMARY STD version- favor laws against gays/lesbians job discrim
gayrt_milrev,PRE: [REV] Should gays and lesbians serve in U.S. armed forces
gayrt_milstrev,PRE: [REV] Strength favor/opp allow gays serve in armed forces
gayrt_milrev_x,PRE: SUMMARY REV version- allow gays/lesbians serve in US armed forces
gayrt_milstd,PRE: [STD] Should homosexuals serve in U.S. armed forces
gayrt_milststd,PRE: [STD] Strength fav/opp allow homosexuals serve armed forces
gayrt_milstd_x,PRE: SUMMARY STD version- allow gays/lesbians serve in US armed forces
gayrt_adopt,PRE: Should gay and lesbian couples be allowed to adopt
gayrt_marry,PRE: R position on gay marriage
abortpre_4point,PRE: STD Abortion: self-placement
abortpre_4point_othtxt,PRE: Other specify- STD Abortion: self-placement
penalty_favdpen,PRE: R favor/oppose death penalty
penalty_dpenstr,PRE: Strength R favors/opposes death penalty
penalty_favopp_x,PRE: SUMMARY- Favor death penalty
presadm_secure,PRE: U.S. more or less secure than when Pres took office
pctlikely_whatpct2,PRE: [1/2 SAMPLE 2B] What is percent chance R will vote in Nov
pctlikely_howlikvt2,PRE: [1/2 SAMPLE 2A] How likely is it that R will vote in Nov
relig_import,PRE: Is religion important part of R life
relig_guide,PRE: Religion provides guidance in day-to-day living
relig_pray,PRE: How often does R pray
relig_pray_othtxt,PRE: Other specify- How often does R pray
relig_wordgod,PRE: Is Bible word of God or men
relig_wordgod_othtxt,PRE: Other specify- Is Bible word of God or men
relig_church,PRE: Ever attend church or religious services
relig_churchoft,PRE: Attend religious services how often
relig_churchwk,PRE: Attend church more often than once a week
relig_chmember,PRE: Ever think of self as part of church or denomination
relig_group,PRE: RESTRICTED: (Attends church) R major religious group
relig_groupna,PRE: RESTRICTED: (Nonattendance) R major religious group
relig_4cat,"PRE: SUMMARY- full RELIG section: R Catholic, oth Christian, other, not relig"
relig_denom,PRE: RESTRICTED: Major relig denomination
relig_bapt,PRE: RESTRICTED: Specific Baptist denomination
relig_indbapt,PRE: RESTRICTED: Specific indep. Baptist denomination
relig_luth,PRE: RESTRICTED: Specific Lutheran denomination
relig_meth,PRE: RESTRICTED: Specific Methodist denomination
relig_presb,PRE: RESTRICTED: Specific Presbyterian denomination
relig_refrm,PRE: RESTRICTED: Specific Reformed denomination
relig_brethr,PRE: RESTRICTED: Specific Brethren denomination
relig_discp,PRE: RESTRICTED: Specific Disciples denomination
relig_chchrst,PRE: RESTRICTED: Specific Church of Christ denomination
relig_chgod,PRE: RESTRICTED: Specific Church of God denomination
relig_pent,PRE: RESTRICTED: Specific Pentacostal/Holiness denomination
relig_denother,PRE: RESTRICTED: Description other denomination
relig_othxian,PRE: RESTRICTED: Specific other denomination Christian
relig_jewisha,PRE: RESTRICTED: (Attends) Specific Jewish denomination
relig_jewishna,PRE: RESTRICTED: (Nonattendance) Specific Jewish denomination
relig_bornagn,PRE: Does Christian R consider self born again
relig_ident_1st,PRE: FTF ONLY: Ordered self-descript R religious identity- 1st mention
relig_ident_2nd,PRE: FTF ONLY: Ordered self-descript R religious identity- 2nd mention
relig_ident_3rd,PRE: FTF ONLY: Ordered self-descript R religious identity- 3rd mention
relig_religident_prog,PRE: R self-description religious identity: mention Progressive
relig_religident_nontrad,PRE: R self-description religious identity: mention nontraditional
relig_religident_secular,PRE: R self-description religious identity: mention secular
relig_religident_agnostic,PRE: R self-description religious identity: mention agnostic
relig_religident_atheist,PRE: R self-description religious identity: mention atheist
relig_religident_spiritual,"PRE: R self-descript relig identity: mention spiritual, not religious"
relig_religident_none,PRE: R self-description religious identity: mention none
relig_religident_dkrf,PRE: R self-description religious identity: mention DKRF
dem_birthmo,PRE: RESTRICTED: Birthdate: month of birth
dem_birthdy,PRE: RESTRICTED: Birthdate: day of birth
dem_birthyr,PRE: RESTRICTED: Birthdate: year of birth
dem_age_r_x,PRE: RESTRICTED: SUMMARY- Age of R on interview date
dem_agegrp_iwdate,PRE: SUMMARY- R age on interview date (age group)
dem_marital,PRE: Marital status
dem_partner,PRE: Domestic partnership status
dem_edu,PRE: RESTRICTED: Highest level of Education
dem_edu_oth,PRE: RESTRICTED: Other specify- R highest level of education
dem_dipged,PRE: R: Diploma or GED
dem_edugroup,PRE: SUMMARY- R level of highest education
dem_edusp,PRE: RESTRICTED: Spouse/partner: Highest Level of Education
dem_edusp_oth,PRE: RESTRICTED: Other specify- Spouse highest level of education
dem_dipgedsp,PRE: Spouse: Diploma or GED
dem_eduspgroup,PRE: SUMMARY- Spouse level of highest education
dem_veteran,PRE: R ever served on active duty in Armed Forces
dem_milwhen_1st,PRE: When was R active military service- 1st mention
dem_milwhen_2nd,PRE: When was R active military service- 2nd mention
dem_milwhen_3rd,PRE: When was R active military service- 3rd mention
dem_milwhen_4th,PRE: When was R active military service- 4th mention
dem_milnow,PRE: RESTRICTED: Still in Armed Forces
dem_emptype_1st,PRE: FTF ONLY: Ordered R employment status- 1st mention
dem_emptype_2nd,PRE: FTF ONLY: Ordered R employment status- 2nd mention
dem_emptype_3rd,PRE: FTF ONLY: Ordered R employment status- 3rd mention
dem_emptype_4th,PRE: FTF ONLY: Ordered R employment status- 4th mention
dem_emptype_work,PRE: R employment status: mention working now
dem_emptype_layoff,PRE: R employment status: mention temporarily laid off
dem_emptype_unemp,PRE: R employment status: mention unemployed
dem_emptype_retire,PRE: R employment status: mention retired
dem_emptype_disabled,PRE: R employment status: mention permanently disabled
dem_emptype_hmaker,PRE: R employment status: mention homemaker
dem_emptype_student,PRE: R employment status: mention student
dem_emptype_dkrf,PRE: R employment status: mention DK/RF
dem_empstatus_2digitfinal,PRE: SUMMARY- Final 2-digit empl status based on full employmt/occ section
dem_empstatus_1digitfinal,PRE: SUMMARY- Final 1-digit empl status based on full employmt/occ section
dem_empstatus_initial,PRE: Initial employment status for R occupation section
dem_hsworkg,PRE: Initial status Homemaker/student: working now
dem_hsjob6mo,PRE: Initial status Homemaker/student: job in last 6 mon
dem_retiremo,PRE: RESTRICTED: Initial status retiree - when retired MONTH
dem_retiredy,PRE: RESTRICTED: Initial status retiree - when retired DAY
dem_retireyr,PRE: RESTRICTED: Initial status retiree - when retired YEAR
dem_retireperiod,PRE: SUMMARY- Retiree date of retirement
dem_everwk,PRE: Initial status unemployed/disabled: R ever work for pay
dem_occpast,PRE: Past occupation (R ret/dis/unemp/hmkr/stud)
dem_indpast,PRE: Past industry (R ret/dis/unemp/hmkr/stud)
dem_semplpst,PRE: Past self-empl status (R ret/dis/unemp/hmkr/stud)
dem_empgovpst,PRE: Past occupation: govt work (R ret/dis/unemp/hmkr/stud)
dem_rdjob6mon,PRE: Initial status unempl/ret/disabled: job in last 6 mo
dem_hrsrecent,PRE: Recent occupation: how many hours worked avg week
dem_rdworkg,PRE: Initial status retired/disabled: working now
dem_lookwk,PRE: Init status nonworkg ret/dis/unemp/hmkr/st: look for work
dem_findjob,PRE: Init status nonworkg ret/dis/unemp/hmkr/st: worry find job
dem_occnow,PRE: Working/TLO now - occupation- whether response given
dem_indnow,PRE: Working/TLO - industry- whether response given
dem_semplnow,PRE: Working/TLO now - work for self
dem_empgovnow,PRE: Working/TLO now - work for govt
dem_hrsnow,PRE: Working/TLO now - how many hours R works
dem_okhrsnow,PRE: Working/TLO now - hours works OK
dem_losejob,PRE: Working/TLO now: worry about losing job in near fute
dem_offwork,PRE: Working now: out of work or laid off in last 6 mos
dem_hrsreduce,PRE: Working now: had reduction in work hrs or pay cut
dem_emptypesp_1st,PRE: FTF ONLY: Ordered spouse/partner employment status- 1st mention
dem_emptypesp_2nd,PRE: FTF ONLY: Ordered spouse/partner employment status- 2nd mention
dem_emptypesp_3rd,PRE: FTF ONLY: Ordered spouse/partner employment status- 3rd mention
dem_emptypesp_4th,PRE: FTF ONLY: Ordered spouse/partner employment status- 4th mention
dem_emptypesp_work,PRE: Spouse/partner employment status: mention working now
dem_emptypesp_layoff,PRE: Spouse/partner employment status: mention temporarily laid off
dem_emptypesp_unemp,PRE: Spouse/partner employment status: mention unemployed
dem_emptypesp_retire,PRE: Spouse/partner employment status: mention retired
dem_emptypesp_disabled,PRE: Spouse/partner employment status: mention permanently disabled
dem_emptypesp_hmaker,PRE: Spouse/partner employment status: mention homemaker
dem_emptypesp_student,PRE: Spouse/partner employment status: mention student
