,id,label,value
71,v041109,R is person number 5 (5th person in HH listing),5
72,v041109,R is person number 6 (6th person in HH listing),6
73,v041109,R is person number 7 (7th person in HH listing),7
74,v041109,R is person number 8 (8th person in HH listing),8
75,v041109a,Male,1
76,v041109a,Female,2
77,v041109b,01. Self,1
78,v041109b,02. Wife/female partner,2
79,v041109b,03. Husband/male partner,3
80,v041109b,04. Mother,4
81,v041109b,05. Father,5
82,v041109b,06. Sister,6
83,v041109b,07. Brother,7
84,v041109b,08. Daughter,8
85,v041109b,09. Son,9
86,v041109b,Grandmother,10
87,v041109b,Grandfather,11
88,v041109b,Roommate,12
89,v041109b,Niece,13
90,v041109b,Nephew,14
91,v041109b,Aunt,15
92,v041109b,Uncle,16
93,v041109b,Granddaughter,17
94,v041109b,Grandson,18
95,v041109b,Mother-in-law/mother of partner,19
96,v041109b,Father-in-law/father of partner,20
97,v041109b,Daughter-in-law,21
98,v041109b,Son-in-law,22
99,v041109b,Sister-in-law,23
100,v041109b,Brother-in-law,24
101,v041109b,Live-in careperson,25
102,v041109b,Other {SPECIFY},26
103,v041109c,No child in HH is (step)son/daughter of R,0
104,v041109c,1 child in HH is (step)son/daughter of R,1
105,v041109c,2 children in HH are (step)sons/daughters of R,2
106,v041109c,3 children in HH are (step)sons/daughters of R,3
107,v041109c,4 children in HH are (step)sons/daughters of R,4
108,v041109c,5 children in HH are (step)sons/daughters of R,5
109,v041109c,6 children in HH are (step)sons/daughters of R,6
110,v041109d,No child in HH is (step)daughter of R,0
111,v041109d,1 child in HH is (step)daughter of R,1
112,v041109d,2 children in HH are (step)daughters of R,2
113,v041109d,3 children in HH are (step)daughters of R,3
114,v041109d,4 children in HH are (step)daughters of R,4
115,v041109d,5 children in HH are (step)daughters of R,5
116,v041109d,6 children in HH are (step)daughters of R,6
117,v041110,1 adult male HHR,10
118,v041110,1 adult male HHR plus 1 adult non-relative,11
119,v041110,1 adult male HHR plus 2 or more adult non-relatives,12
120,v041110,1 adult female HHR,20
121,v041110,1 adult female HHR plus 1 adult non-relative,21
122,v041110,1 adult female HHR plus 2 or more adult non-relatives,22
123,v041110,1 married couple: no children or all children living at,30
124,v041110,1 married couple plus 1 other adult relative,40
125,v041110,1 married couple plus 2 or more other adult relatives,50
126,v041110,1 married couple plus 1 adult non-relative,51
127,v041110,1 married couple plus 2 or more adult non-relatives,52
128,v041110,1 married couple plus relative(s) and non-relative(s),55
129,v041110,1 adult male HHR plus 1 adult relative,60
130,v041110,1 adult male HHR plus 2 or more adult relatives,70
131,v041110,1 adult male HHR plus relative(s) and non-relative(s),75
132,v041110,1 adult female HHR plus 1 adult relative,80
133,v041110,1 adult female HHR plus 2 or more relatives,90
134,v041110,1 adult female HHR plus relative(s) and non-relative(s),95
136,v041111b,Male,1
137,v041111b,Female,5
731,v041112a,(No Data),.
210,v041112b,Male,1
310,v041112b,Female,5
410,v041112b,(No Data),.
541,v041113a,(No Data),.
211,v041113b,Male,1
311,v041113b,Female,5
411,v041113b,(No Data),.
221,v041114a,(No Data),.
212,v041114b,Male,1
312,v041114b,Female,5
412,v041114b,(No Data),.
910,v041115a,(No Data),.
213,v041115b,Male,1
313,v041115b,Female,5
413,v041115b,(No Data),.
314,v041116a,(No Data),.
214,v041116b,Male,1
315,v041116b,Female,5
414,v041116b,(No Data),.
135,v041202,Alabama,1
215,v041202,Alaska,2
316,v041202,Arizona,4
415,v041202,Arkansas,5
510,v041202,California,6
610,v041202,Colorado,8
710,v041202,Connecticut,9
810,v041202,Delaware,10
911,v041202,Washington DC,11
1010,v041202,Florida,12
1110,v041202,Georgia,13
1210,v041202,Hawaii,15
138,v041202,Idaho,16
141,v041202,Illinois,17
151,v041202,Indiana,18
161,v041202,Iowa,19
171,v041202,Kansas,20
181,v041202,Kentucky,21
191,v041202,Louisiana,22
201,v041202,Maine,23
216,v041202,Maryland,24
222,v041202,Massachusetts,25
231,v041202,Michigan,26
241,v041202,Minnesota,27
251,v041202,Mississippi,28
261,v041202,Missouri,29
271,v041202,Montana,30
281,v041202,Nebraska,31
291,v041202,Nevada,32
301,v041202,New Hampshire,33
317,v041202,New Jersey,34
321,v041202,New Mexico,35
331,v041202,New York,36
341,v041202,North Carolina,37
351,v041202,North Dakota,38
361,v041202,Ohio,39
371,v041202,Oklahoma,40
381,v041202,Oregon,41
391,v041202,Pennsylvania,42
401,v041202,Rhode Island,44
416,v041202,South Carolina,45
421,v041202,South Dakota,46
431,v041202,Tennessee,47
441,v041202,Texas,48
451,v041202,Utah,49
461,v041202,Vermont,50
471,v041202,Virginia,51
481,v041202,Washington,53
491,v041202,West Virginia,54
501,v041202,Wisconsin,55
511,v041202,Wyoming,56
139,v041203,Connecticut,1
217,v041203,Maine,2
318,v041203,Massachusetts,3
417,v041203,New Hampshire,4
512,v041203,Rhode Island,5
611,v041203,Vermont,6
711,v041203,Delaware,11
811,v041203,New Jersey,12
912,v041203,New York,13
1011,v041203,Pennsylvania,14
1111,v041203,Illinois,21
1211,v041203,Indiana,22
1310,v041203,Michigan,23
142,v041203,Ohio,24
152,v041203,Wisconsin,25
162,v041203,Iowa,31
172,v041203,Kansas,32
182,v041203,Minnesota,33
192,v041203,Missouri,34
202,v041203,Nebraska,35
218,v041203,North Dakota,36
223,v041203,South Dakota,37
232,v041203,Virginia,40
242,v041203,Alabama,41
252,v041203,Arkansas,42
262,v041203,Florida,43
272,v041203,Georgia,44
282,v041203,Louisiana,45
292,v041203,Mississippi,46
302,v041203,North Carolina,47
319,v041203,South Carolina,48
322,v041203,Texas,49
332,v041203,Kentucky,51
342,v041203,Maryland,52
352,v041203,Oklahoma,53
362,v041203,Tennessee,54
372,v041203,Washington DC,55
382,v041203,West Virginia,56
392,v041203,Arizona,61
402,v041203,Colorado,62
418,v041203,Idaho,63
422,v041203,Montana,64
432,v041203,Nevada,65
442,v041203,New Mexico,66
452,v041203,Utah,67
462,v041203,Wyoming,68
472,v041203,California,71
482,v041203,Oregon,72
492,v041203,Washington,73
502,v041203,Alaska,81
513,v041203,Hawaii,82
140,v041205,"Northeast (CT,ME,MA,NH,NJ,NY,PA,RI,VT)",1
219,v041205,"North Central (IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI)",2
320,v041205,"South (AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV",3
419,v041205,"West (AK,AZ,CA,CO,HI,ID,MT,NM,NV,OR,UT,WA,WY)",4
143,v041213,Rural,1
220,v041213,Urban,5
144,v042001,A10 Pre and Pre patriotism module,1
224,v042001,A11 Pre and Pre patriotism module,2
323,v042001,A10 Pre and Post patriotism module,3
420,v042001,A11 Pre and Post patriotism module,4
145,v042002,September,9
225,v042002,October,10
324,v042002,November,11
146,v042005,"September 2, 2004 version",1
226,v042005,"September 8, 2004 version",2
325,v042005,"September 16, 2004 version",3
423,v042005,"September 29, 2004 version",4
147,v042006,September,9
227,v042006,October,10
326,v042006,November,11
148,v042009,"September 2, 2004 version",1
228,v042009,"September 8, 2004 version",2
327,v042009,"September 16, 2004 version",3
424,v042009,"September 29, 2004 version",4
149,v042011,IW conducted in 1 session,1
229,v042011,IW conducted in 2 sessions,2
328,v042011,IW conducted in 3 sessions,3
425,v042011,IW conducted in 4 sessions,4
150,v042012,Pre IW conducted using a single version of the instrument,0
230,v042012,Pre IW conducted using more than a single version,1
153,v042013,One interviewer conducted the entire interview,1
233,v042013,Two interviewers conducted the interview,2
154,v042015a,"September 2, 2004 version",1
234,v042015a,"September 8, 2004 version",2
329,v042015a,"September 16, 2004 version",3
426,v042015a,"September 29, 2004 version",4
155,v042015b,"September 2, 2004 version",1
235,v042015b,"September 8, 2004 version",2
330,v042015b,"September 16, 2004 version",3
427,v042015b,"September 29, 2004 version",4
514,v042015b,(No Data),.
156,v042015c,"September 2, 2004 version",1
236,v042015c,"September 8, 2004 version",2
333,v042015c,"September 16, 2004 version",3
428,v042015c,"September 29, 2004 version",4
515,v042015c,(No Data),.
157,v042015d,"September 2, 2004 version",1
237,v042015d,"September 8, 2004 version",2
334,v042015d,"September 16, 2004 version",3
429,v042015d,"September 29, 2004 version",4
516,v042015d,(No Data),.
158,v042016a,Interview completed in 1 session,0
238,v042016a,Media module (A1-A9),1
335,v042016a,Country on right track A10,2
430,v042016a,Congressional approval (A13-A13a),3
517,v042016a,Thermometer series (B1-B1q),4
612,v042016a,Party likes-dislikes (C1-C2d5),5
712,v042016a,R finance questions (C4-C9),6
812,v042016a,Presidential candidate affects (D1-D2d1),7
913,v042016a,Liberal-conservative placements (E1-E6),8
1012,v042016a,Who will win presidency (E7-E9a),9
1112,v042016a,Economy question (F1-F6),10
1212,v042016a,Interventionism questions (F7-F7a1),11
1311,v042016a,Party handling of issues (G1-G3),12
1410,v042016a,U.S. position and involvement in world (H1-H2),13
159,v042016a,Party ID (J1-J1b),14
163,v042016a,Presidential candidate traits (K1-K2h),15
173,v042016a,Iraq/Afghanistan questions (M1-M4),16
183,v042016a,Spending-services scales (N1-N1e),17
193,v042016a,Govt health insurance scale (N4-N4a1),18
203,v042016a,Guaranteed jobs-standard of living scales (N5-N5e),19
2110,v042016a,Federal spending series (P1-P1m),20
2210,v042016a,Tax level questions (P2a-P2a2),21
239,v042016a,Late abortion questions (P2c-P2c1),22
243,v042016a,Environment-jobs scale (P3-P3a1),23
253,v042016a,Demographics (W1-end of IW),24
263,v042016a,(No Data),.
160,v042016b,Media module (A1-A9),1
240,v042016b,Country on right track A10,2
336,v042016b,Congressional approval (A13-A13a),3
433,v042016b,Thermometer series (B1-B1q),4
518,v042016b,Party likes-dislikes (C1-C2d5),5
613,v042016b,R finance questions (C4-C9),6
713,v042016b,Presidential candidate affects (D1-D2d1),7
813,v042016b,Liberal-conservative placements (E1-E6),8
914,v042016b,Who will win presidency (E7-E9a),9
1013,v042016b,Economy question (F1-F6),10
1113,v042016b,Interventionism questions (F7-F7a1),11
1213,v042016b,Party handling of issues (G1-G3),12
1312,v042016b,U.S. position and involvement in world (H1-H2),13
1411,v042016b,Party ID (J1-J1b),14
1510,v042016b,Presidential candidate traits (K1-K2h),15
164,v042016b,Iraq/Afghanistan questions (M1-M4),16
174,v042016b,Spending-services scales (N1-N1e),17
184,v042016b,Govt health insurance scale (N4-N4a1),18
194,v042016b,Guaranteed jobs-standard of living scales (N5-N5e),19
204,v042016b,Federal spending series (P1-P1m),20
2111,v042016b,Tax level questions (P2a-P2a2),21
2211,v042016b,Late abortion questions (P2c-P2c1),22
2310,v042016b,Environment-jobs scale (P3-P3a1),23
244,v042016b,Demographics (W1-end of IW),24
254,v042016b,(No Data),.
165,v042016c,Media module (A1-A9),1
245,v042016c,Country on right track A10,2
337,v042016c,Congressional approval (A13-A13a),3
434,v042016c,Thermometer series (B1-B1q),4
519,v042016c,Party likes-dislikes (C1-C2d5),5
614,v042016c,R finance questions (C4-C9),6
714,v042016c,Presidential candidate affects (D1-D2d1),7
814,v042016c,Liberal-conservative placements (E1-E6),8
915,v042016c,Who will win presidency (E7-E9a),9
1014,v042016c,Economy question (F1-F6),10
1114,v042016c,Interventionism questions (F7-F7a1),11
1214,v042016c,Party handling of issues (G1-G3),12
1313,v042016c,U.S. position and involvement in world (H1-H2),13
1412,v042016c,Party ID (J1-J1b),14
1511,v042016c,Presidential candidate traits (K1-K2h),15
166,v042016c,Iraq/Afghanistan questions (M1-M4),16
175,v042016c,Spending-services scales (N1-N1e),17
185,v042016c,Govt health insurance scale (N4-N4a1),18
195,v042016c,Guaranteed jobs-standard of living scales (N5-N5e),19
205,v042016c,Federal spending series (P1-P1m),20
2112,v042016c,Tax level questions (P2a-P2a2),21
2212,v042016c,Late abortion questions (P2c-P2c1),22
2311,v042016c,Environment-jobs scale (P3-P3a1),23
246,v042016c,Demographics (W1-end of IW),24
255,v042016c,(No Data),.
436,v042020,00. NA,0
167,v042021,Not a refusal conversion situation,0
247,v042021,Refusal conversion,1
168,v042022,All cases released at start of interviewing period,1
169,v042023,All interviews conducted face-to-face,1
170,v042024,Completed interview,1
176,v042026,All interviews were conducted in English,1
177,v042027,Not selected for verification,0
248,v042027,"Verified, no inconsistencies",2
338,v042027,Verified with discrepancies,3
435,v042027,Failed verification,4
520,v042027,Unable to verify (unable to contact respondent),5
615,v042027,Verification limit met (used when the case if flagged for,6
178,v042028,Not flagged for evaluation,0
249,v042028,Flagged for evaluation;not evaluated,1
339,v042028,Evaluated,2
179,v042029,"Yes, tape-recorded",1
250,v042029,No,5
180,v042030,$20 ,20
256,v042030,$50 ,50
186,v042031,Respondent refused payment,0
257,v042031,$20 ,20
340,v042031,$50 ,50
187,v042033,All respondents paid by check,1
258,v042033,(No Data),.
188,v042034,All respondents received $5 cash and a magnet,1
189,v042035,Persuasion letters not documented,0
190,v042036a,Positive comment not coded at any call,0
259,v042036a,Positive comment coded for at least one call,1
196,v042036b,Time-delay comment not coded at any call,0
260,v042036b,Time-delay comment coded for at least one call,1
197,v042036c,Negative comment not coded at any call,0
264,v042036c,Negative comment coded for at least one call,1
198,v042036d,Eligibility comment not coded at any call,0
265,v042036d,Eligibility comment coded for at least one call,1
199,v042036e,Privacy comment not coded at any call,0
266,v042036e,Privacy comment coded for at least one call,1
1100,v042036f,Political disinterest comment not coded at any call,0
267,v042036f,Political disinterest comment coded for at least one call,1
1101,v042037a,Coded at 1 or more calls,1
268,v042037a,Not coded,5
1102,v042037b,Coded at 1 or more calls,1
269,v042037b,Not coded,5
1103,v042037c,Coded at 1 or more calls,1
270,v042037c,Not coded,5
1104,v042037d,Coded at 1 or more calls,1
273,v042037d,Not coded,5
1105,v042037e,Coded at 1 or more calls,1
274,v042037e,Not coded,5
1106,v042037f,Coded at 1 or more calls,1
275,v042037f,Not coded,5
1107,v042037g,Coded at 1 or more calls,1
276,v042037g,Not coded,5
1108,v042037h,Coded at 1 or more calls,1
277,v042037h,Not coded,5
1109,v042037j,Coded at 1 or more calls,1
278,v042037j,Not coded,5
1115,v042037k,Coded at 1 or more calls,1
279,v042037k,Not coded,5
1116,v042037m,Coded at 1 or more calls,1
280,v042037m,Not coded,5
1117,v042037n,Coded at 1 or more calls,1
283,v042037n,Not coded,5
1118,v042037p,Coded at 1 or more calls,1
284,v042037p,Not coded,5
1119,v042037q,Coded at 1 or more calls,1
285,v042037q,Not coded,5
1120,v042037r,Coded at 1 or more calls,1
286,v042037r,Not coded,5
1121,v042037s,Coded at 1 or more calls,1
287,v042037s,Not coded,5
1122,v042037t,Coded at 1 or more calls,1
288,v042037t,Not coded,5
1123,v042037u,Coded at 1 or more calls,1
289,v042037u,Not coded,5
1124,v042037v,Coded at 1 or more calls,1
290,v042037v,Not coded,5
1125,v042037w,Coded at 1 or more calls,1
293,v042037w,Not coded,5
1126,v042037y,Coded at 1 or more calls,1
294,v042037y,Not coded,5
1127,v042038,Respondent did not initially refuse,0
295,v042038,Respondent initial refusal,1
1128,v042039,Informant did not initially refuse,0
296,v042039,Informant initial refusal,1
1129,v042040,Mobile home,1
297,v042040,Detached single family,2
343,v042040,Multi-family,3
437,v042040,Apartment house,4
521,v042040,Condo complex,5
616,v042040,Other {SPECIFY},7
1130,v042041,Single family home,1
298,v042041,Structure with 2 to 9 units,2
344,v042041,Structure with 10 to 49 units,3
438,v042041,Structure with 50 or more units,4
522,v042041,Other {SPECIFY},7
715,v042041,(No Data),.
1131,v042042,Entirely residential,1
299,v042042,Primarily residential with some commercial or other,2
345,v042042,Primarily commercial or other non-residential,3
1132,v042043,Rural area,1
2100,v042043,Small town,2
346,v042043,Suburb,3
439,v042043,Large city,4
523,v042043,Inner city,5
1133,v042044,Yes {SPECIFY},1
2101,v042044,No,5
1134,v042044a,Democratic Presidential candidate,1
2102,v042044a,Republican Presidential candidate,2
347,v042044a,Congressional candidate,3
440,v042044a,Candidate for governor,4
524,v042044a,1 or more local candidates,5
617,v042044a,"Other non-presidential candidate, NA what level",7
815,v042044a,(No Data),.
1135,v042044b,Democratic Presidential candidate,1
2103,v042044b,Republican Presidential candidate,2
348,v042044b,Congressional candidate,3
443,v042044b,Candidate for governor,4
525,v042044b,1 or more local candidates,5
618,v042044b,"Other non-presidential candidate, NA what level",7
716,v042044b,(No Data),.
1136,v042045x,None of the specified impediments coded at any call and,0
2104,v042045x,1 or more specified impediments coded,1
1137,v042045a,Coded at 1 or more calls,1
2105,v042045a,Not coded,5
1138,v042045b,Coded at 1 or more calls,1
2106,v042045b,Not coded,5
1139,v042045c,Coded at 1 or more calls,1
2107,v042045c,Not coded,5
1140,v042045d,Coded at 1 or more calls,1
2108,v042045d,Not coded,5
1141,v042046x,None of the specified security measures coded at any call,0
2109,v042046x,1 or more specified impediments coded,1
1142,v042046a,Coded at 1 or more calls,1
2113,v042046a,Not coded,5
1143,v042046b,Coded at 1 or more calls,1
2114,v042046b,Not coded,5
1144,v042046c,Coded at 1 or more calls,1
2115,v042046c,Not coded,5
1145,v042046d,Coded at 1 or more calls,1
2116,v042046d,Not coded,5
1146,v042046e,Coded at 1 or more calls,1
2117,v042046e,Not coded,5
1147,v042047,Yes,1
2118,v042047,"No, but building is locked/subdivision is gated and locke",2
349,v042047,No,5
1148,v042047a,Building manager or other gatekeeper must let you in the,1
2119,v042047a,Building manager or other gatekeeper must get permission,2
350,v042047a,Other {SPECIFY},7
526,v042047a,(No Data),.
1149,v042048a,Gatekeeper noted at neither PreAdmin.45c nor PreAdmin.47,0
2120,v042048a,Gatekeeper noted at PreAdmin.45c but not at PreAdmin.47,1
353,v042048a,Gatekeeper noted at PreAdmin.47 but not at PreAdmin.45c,2
444,v042048a,Gatekeeper noted at both PreAdmin.45c and PreAdmin.47,3
527,v042048a,NA in both PreAdmin.45c and PreAdmin.47,9
1150,v042048b,Locked status noted at neither PreAdmin.45b nor PreAdmin.,0
2121,v042048b,Locked status noted at PreAdmin.45b but not at PreAdmin.,1
354,v042048b,Locked status noted at PreAdmin.47 but not at PreAdmin.45,2
445,v042048b,Locked status noted at both PreAdmin.45b and PreAdmin.47,3
528,v042048b,NA in both PreAdmin.45b and PreAdmin.47,9
661,v042101a,(No Data),.
1151,v042106,(No Data),.
1152,v042201,No error in Pre application,0
2122,v042201,Error in E8 (skipped E8a),1
355,v042201,Error in E9 (skipped E9a),2
446,v042201,Error in E8 and E9 (skipped E8a and E9a),3
1153,v042202,No error;F3-F6 not skipped,0
2123,v042202,Error;F3-F6 skipped,1
1154,v042401,President Bush likes-dislikes administered first (A3-A4),1
2124,v042401,John Kerry likes-dislikes administered first (A5-A6),2
1155,v042402,John Kerry thermometer administered first (B1b),1
2125,v042402,Ralph Nader thermometer administered first (B1c),2
1156,v042403a,Administered as 1st name,1
2126,v042403a,Administered as 2nd name,2
356,v042403a,Administered as 3rd name,3
447,v042403a,Administered as 4th name,4
529,v042403a,Administered as 5th name,5
619,v042403a,Administered as 6th name,6
717,v042403a,Administered as 7th name,7
816,v042403a,Administered as 8th name,8
1157,v042403b,Administered as 1st name,1
2127,v042403b,Administered as 2nd name,2
357,v042403b,Administered as 3rd name,3
448,v042403b,Administered as 4th name,4
530,v042403b,Administered as 5th name,5
620,v042403b,Administered as 6th name,6
718,v042403b,Administered as 7th name,7
817,v042403b,Administered as 8th name,8
1158,v042403c,Administered as 1st name,1
2128,v042403c,Administered as 2nd name,2
358,v042403c,Administered as 3rd name,3
449,v042403c,Administered as 4th name,4
531,v042403c,Administered as 5th name,5
621,v042403c,Administered as 6th name,6
719,v042403c,Administered as 7th name,7
818,v042403c,Administered as 8th name,8
1159,v042403d,Administered as 1st name,1
2129,v042403d,Administered as 2nd name,2
359,v042403d,Administered as 3rd name,3
450,v042403d,Administered as 4th name,4
532,v042403d,Administered as 5th name,5
622,v042403d,Administered as 6th name,6
720,v042403d,Administered as 7th name,7
819,v042403d,Administered as 8th name,8
1160,v042403e,Administered as 1st name,1
2130,v042403e,Administered as 2nd name,2
360,v042403e,Administered as 3rd name,3
453,v042403e,Administered as 4th name,4
533,v042403e,Administered as 5th name,5
623,v042403e,Administered as 6th name,6
721,v042403e,Administered as 7th name,7
820,v042403e,Administered as 8th name,8
1161,v042403f,Administered as 1st name,1
2131,v042403f,Administered as 2nd name,2
363,v042403f,Administered as 3rd name,3
454,v042403f,Administered as 4th name,4
534,v042403f,Administered as 5th name,5
624,v042403f,Administered as 6th name,6
722,v042403f,Administered as 7th name,7
821,v042403f,Administered as 8th name,8
1162,v042403g,Administered as 1st name,1
2132,v042403g,Administered as 2nd name,2
364,v042403g,Administered as 3rd name,3
455,v042403g,Administered as 4th name,4
535,v042403g,Administered as 5th name,5
625,v042403g,Administered as 6th name,6
723,v042403g,Administered as 7th name,7
822,v042403g,Administered as 8th name,8
1163,v042403h,Administered as 1st name,1
2133,v042403h,Administered as 2nd name,2
365,v042403h,Administered as 3rd name,3
456,v042403h,Administered as 4th name,4
536,v042403h,Administered as 5th name,5
626,v042403h,Administered as 6th name,6
724,v042403h,Administered as 7th name,7
823,v042403h,Administered as 8th name,8
1164,v042404,Democratic party thermometer administered first (B1n),1
2134,v042404,Republican party thermometer administered first (B1p),2
1165,v042405,Democratic party likes-dislikes administered first (C1),1
2135,v042405,Republican party likes-dislikes administered first (C2),2
1166,v042406,President Bush affects administered first (D1 series),1
2136,v042406,John Kerry affects administered first (D2 series),2
1167,v042407a,Administered 1st,1
2137,v042407a,Administered 2nd,2
366,v042407a,Administered 3rd,3
457,v042407a,Administered 4th,4
1168,v042407b,Administered 1st,1
2138,v042407b,Administered 2nd,2
367,v042407b,Administered 3rd,3
458,v042407b,Administered 4th,4
1169,v042407c,Administered 1st,1
2139,v042407c,Administered 2nd,2
368,v042407c,Administered 3rd,3
459,v042407c,Administered 4th,4
1170,v042407d,Administered 1st,1
2140,v042407d,Administered 2nd,2
369,v042407d,Administered 3rd,3
460,v042407d,Administered 4th,4
1171,v042408a,Administered 1st,1
2141,v042408a,Administered 2nd,2
370,v042408a,Administered 3rd,3
463,v042408a,Administered 4th,4
1172,v042408b,Administered 1st,1
2142,v042408b,Administered 2nd,2
373,v042408b,Administered 3rd,3
464,v042408b,Administered 4th,4
1173,v042408c,Administered 1st,1
2143,v042408c,Administered 2nd,2
374,v042408c,Administered 3rd,3
465,v042408c,Administered 4th,4
1174,v042408d,Administered 1st,1
2144,v042408d,Administered 2nd,2
375,v042408d,Administered 3rd,3
466,v042408d,Administered 4th,4
1175,v042409,John Kerry placement administered first (K3),1
2145,v042409,Ralph Nader placement administered first (K4),2
1176,v042410,Democratic party placement administered first (E5),1
2146,v042410,Republican party placement administered first (E6),2
1177,v042411,Unemployment questions F3-F4 administered first,1
2147,v042411,Inflation questions F5-F6 administered first,2
376,v042411,(No Data),.
1178,v042412,Democratic party first in question text,1
2148,v042412,Republican party first in question text,2
1179,v042413,President Bush traits administered first (K1 series),1
2149,v042413,John Kerry traits administered first (K2 series),2
1180,v042414a,Administered 1st,1
2150,v042414a,Administered 2nd,2
377,v042414a,Administered 3rd,3
467,v042414a,Administered 4th,4
537,v042414a,Administered 5th,5
627,v042414a,Administered 6th,6
725,v042414a,Administered 7th,7
1181,v042414b,Administered 1st,1
2151,v042414b,Administered 2nd,2
378,v042414b,Administered 3rd,3
468,v042414b,Administered 4th,4
538,v042414b,Administered 5th,5
628,v042414b,Administered 6th,6
726,v042414b,Administered 7th,7
1182,v042414c,Administered 1st,1
2152,v042414c,Administered 2nd,2
379,v042414c,Administered 3rd,3
469,v042414c,Administered 4th,4
539,v042414c,Administered 5th,5
629,v042414c,Administered 6th,6
727,v042414c,Administered 7th,7
1183,v042414d,Administered 1st,1
2153,v042414d,Administered 2nd,2
380,v042414d,Administered 3rd,3
470,v042414d,Administered 4th,4
540,v042414d,Administered 5th,5
630,v042414d,Administered 6th,6
728,v042414d,Administered 7th,7
1184,v042414e,Administered 1st,1
2154,v042414e,Administered 2nd,2
383,v042414e,Administered 3rd,3
473,v042414e,Administered 4th,4
542,v042414e,Administered 5th,5
631,v042414e,Administered 6th,6
729,v042414e,Administered 7th,7
1185,v042414f,Administered 1st,1
2155,v042414f,Administered 2nd,2
384,v042414f,Administered 3rd,3
474,v042414f,Administered 4th,4
543,v042414f,Administered 5th,5
632,v042414f,Administered 6th,6
730,v042414f,Administered 7th,7
1186,v042414g,Administered 1st,1
2156,v042414g,Administered 2nd,2
385,v042414g,Administered 3rd,3
475,v042414g,Administered 4th,4
544,v042414g,Administered 5th,5
633,v042414g,Administered 6th,6
732,v042414g,Administered 7th,7
1187,v042415a,Administered 1st,1
2157,v042415a,Administered 2nd,2
386,v042415a,Administered 3rd,3
476,v042415a,Administered 4th,4
545,v042415a,Administered 5th,5
634,v042415a,Administered 6th,6
733,v042415a,Administered 7th,7
1188,v042415b,Administered 1st,1
2158,v042415b,Administered 2nd,2
387,v042415b,Administered 3rd,3
477,v042415b,Administered 4th,4
546,v042415b,Administered 5th,5
635,v042415b,Administered 6th,6
734,v042415b,Administered 7th,7
1189,v042415c,Administered 1st,1
2159,v042415c,Administered 2nd,2
388,v042415c,Administered 3rd,3
478,v042415c,Administered 4th,4
547,v042415c,Administered 5th,5
636,v042415c,Administered 6th,6
735,v042415c,Administered 7th,7
1190,v042415d,Administered 1st,1
2160,v042415d,Administered 2nd,2
